"","desokod","upplåtelseform","år","Antal"
"511","0380C1060","äganderätt",2024,322
"512","0380C1060","uppgift saknas",2024,0
"513","0380C1070","hyresrätt",2024,571
"514","0380C1070","bostadsrätt",2024,81
"515","0380C1070","äganderätt",2024,0
"516","0380C1070","uppgift saknas",2024,0
"517","0380C1080","hyresrätt",2024,114
"518","0380C1080","bostadsrätt",2024,429
"519","0380C1080","äganderätt",2024,0
"520","0380C1080","uppgift saknas",2024,0
"521","0380C1090","hyresrätt",2024,0
"522","0380C1090","bostadsrätt",2024,360
"523","0380C1090","äganderätt",2024,51
"524","0380C1090","uppgift saknas",2024,0
"525","0380C1100","hyresrätt",2024,619
"526","0380C1100","bostadsrätt",2024,0
"527","0380C1100","äganderätt",2024,0
"528","0380C1100","uppgift saknas",2024,0
"529","0380C1110","hyresrätt",2024,470
"530","0380C1110","bostadsrätt",2024,483
"531","0380C1110","äganderätt",2024,0
"532","0380C1110","uppgift saknas",2024,0
"533","0380C1120","hyresrätt",2024,9
"534","0380C1120","bostadsrätt",2024,0
"535","0380C1120","äganderätt",2024,306
"536","0380C1120","uppgift saknas",2024,0
"537","0380C1130","hyresrätt",2024,601
"538","0380C1130","bostadsrätt",2024,0
"539","0380C1130","äganderätt",2024,0
"540","0380C1130","uppgift saknas",2024,0
"541","0380C1140","hyresrätt",2024,434
"542","0380C1140","bostadsrätt",2024,315
"543","0380C1140","äganderätt",2024,0
"544","0380C1140","uppgift saknas",2024,0
"545","0380C1150","hyresrätt",2024,739
"546","0380C1150","bostadsrätt",2024,0
"547","0380C1150","äganderätt",2024,19
"548","0380C1150","uppgift saknas",2024,0
"549","0380C1160","hyresrätt",2024,668
"550","0380C1160","bostadsrätt",2024,0
"551","0380C1160","äganderätt",2024,0
"552","0380C1160","uppgift saknas",2024,0
"553","0380C1170","hyresrätt",2024,166
"554","0380C1170","bostadsrätt",2024,153
"555","0380C1170","äganderätt",2024,144
"556","0380C1170","uppgift saknas",2024,0
"557","0380C1180","hyresrätt",2024,444
"558","0380C1180","bostadsrätt",2024,177
"559","0380C1180","äganderätt",2024,47
"560","0380C1180","uppgift saknas",2024,0
"561","0380C1190","hyresrätt",2024,147
"562","0380C1190","bostadsrätt",2024,358
"563","0380C1190","äganderätt",2024,114
"564","0380C1190","uppgift saknas",2024,0
"565","0380C1200","hyresrätt",2024,5
"566","0380C1200","bostadsrätt",2024,20
"567","0380C1200","äganderätt",2024,382
"568","0380C1200","uppgift saknas",2024,0
"569","0380C1211","hyresrätt",2024,485
"570","0380C1211","bostadsrätt",2024,70
"571","0380C1211","äganderätt",2024,0
"572","0380C1211","uppgift saknas",2024,0
"573","0380C1212","hyresrätt",2024,137
"574","0380C1212","bostadsrätt",2024,197
"575","0380C1212","äganderätt",2024,260
"576","0380C1212","uppgift saknas",2024,0
"577","0380C1213","hyresrätt",2024,719
"578","0380C1213","bostadsrätt",2024,256
"579","0380C1213","äganderätt",2024,38
"580","0380C1213","uppgift saknas",2024,0
"581","0380C1220","hyresrätt",2024,20
"582","0380C1220","bostadsrätt",2024,0
"583","0380C1220","äganderätt",2024,462
"584","0380C1220","uppgift saknas",2024,3
"585","0380C1230","hyresrätt",2024,51
"586","0380C1230","bostadsrätt",2024,16
"587","0380C1230","äganderätt",2024,449
"588","0380C1230","uppgift saknas",2024,0
"589","0380C1240","hyresrätt",2024,5
"590","0380C1240","bostadsrätt",2024,160
"591","0380C1240","äganderätt",2024,376
"592","0380C1240","uppgift saknas",2024,0
"593","0380C1250","hyresrätt",2024,86
"594","0380C1250","bostadsrätt",2024,309
"595","0380C1250","äganderätt",2024,259
"596","0380C1250","uppgift saknas",2024,0
"597","0380C1260","hyresrätt",2024,304
"598","0380C1260","bostadsrätt",2024,1083
"599","0380C1260","äganderätt",2024,167
"600","0380C1260","uppgift saknas",2024,0
"601","0380C1270","hyresrätt",2024,17
"602","0380C1270","bostadsrätt",2024,18
"603","0380C1270","äganderätt",2024,296
"604","0380C1270","uppgift saknas",2024,0
"605","0380C1280","hyresrätt",2024,7
"606","0380C1280","bostadsrätt",2024,0
"607","0380C1280","äganderätt",2024,373
"608","0380C1280","uppgift saknas",2024,0
"609","0380C1290","hyresrätt",2024,330
"610","0380C1290","bostadsrätt",2024,522
"611","0380C1290","äganderätt",2024,15
"612","0380C1290","uppgift saknas",2024,0
"613","0380C1300","hyresrätt",2024,283
"614","0380C1300","bostadsrätt",2024,398
"615","0380C1300","äganderätt",2024,0
"616","0380C1300","uppgift saknas",2024,0
"617","0380C1310","hyresrätt",2024,853
"618","0380C1310","bostadsrätt",2024,0
"619","0380C1310","äganderätt",2024,0
"620","0380C1310","uppgift saknas",2024,0
"621","0380C1320","hyresrätt",2024,696
"622","0380C1320","bostadsrätt",2024,0
"623","0380C1320","äganderätt",2024,126
"624","0380C1320","uppgift saknas",2024,0
"625","0380C1331","hyresrätt",2024,280
"626","0380C1331","bostadsrätt",2024,544
"627","0380C1331","äganderätt",2024,1
"628","0380C1331","uppgift saknas",2024,0
"629","0380C1332","hyresrätt",2024,0
"630","0380C1332","bostadsrätt",2024,710
"631","0380C1332","äganderätt",2024,0
"632","0380C1332","uppgift saknas",2024,0
"633","0380C1340","hyresrätt",2024,408
"634","0380C1340","bostadsrätt",2024,389
"635","0380C1340","äganderätt",2024,31
"636","0380C1340","uppgift saknas",2024,0
"637","0380C1351","hyresrätt",2024,381
"638","0380C1351","bostadsrätt",2024,136
"639","0380C1351","äganderätt",2024,167
"640","0380C1351","uppgift saknas",2024,0
"641","0380C1352","hyresrätt",2024,1558
"642","0380C1352","bostadsrätt",2024,193
"643","0380C1352","äganderätt",2024,0
"644","0380C1352","uppgift saknas",2024,0
"645","0380C1353","hyresrätt",2024,977
"646","0380C1353","bostadsrätt",2024,730
"647","0380C1353","äganderätt",2024,0
"648","0380C1353","uppgift saknas",2024,0
"649","0380C1360","hyresrätt",2024,154
"650","0380C1360","bostadsrätt",2024,789
"651","0380C1360","äganderätt",2024,39
"652","0380C1360","uppgift saknas",2024,0
"653","0380C1370","hyresrätt",2024,161
"654","0380C1370","bostadsrätt",2024,267
"655","0380C1370","äganderätt",2024,89
"656","0380C1370","uppgift saknas",2024,0
"657","0380C1380","hyresrätt",2024,427
"658","0380C1380","bostadsrätt",2024,300
"659","0380C1380","äganderätt",2024,0
"660","0380C1380","uppgift saknas",2024,0
"661","0380C1390","hyresrätt",2024,86
"662","0380C1390","bostadsrätt",2024,259
"663","0380C1390","äganderätt",2024,286
"664","0380C1390","uppgift saknas",2024,0
"665","0380C1400","hyresrätt",2024,416
"666","0380C1400","bostadsrätt",2024,219
"667","0380C1400","äganderätt",2024,339
"668","0380C1400","uppgift saknas",2024,0
"669","0380C1410","hyresrätt",2024,524
"670","0380C1410","bostadsrätt",2024,108
"671","0380C1410","äganderätt",2024,71
"672","0380C1410","uppgift saknas",2024,0
"673","0380C1420","hyresrätt",2024,750
"674","0380C1420","bostadsrätt",2024,0
"675","0380C1420","äganderätt",2024,0
"676","0380C1420","uppgift saknas",2024,0
"677","0380C1430","hyresrätt",2024,915
"678","0380C1430","bostadsrätt",2024,0
"679","0380C1430","äganderätt",2024,14
"680","0380C1430","uppgift saknas",2024,0
"681","0380C1440","hyresrätt",2024,32
"682","0380C1440","bostadsrätt",2024,4
"683","0380C1440","äganderätt",2024,286
"684","0380C1440","uppgift saknas",2024,0
"685","0380C1450","hyresrätt",2024,403
"686","0380C1450","bostadsrätt",2024,433
"687","0380C1450","äganderätt",2024,2
"688","0380C1450","uppgift saknas",2024,0
"689","0380C1460","hyresrätt",2024,1352
"690","0380C1460","bostadsrätt",2024,0
"691","0380C1460","äganderätt",2024,0
"692","0380C1460","uppgift saknas",2024,0
"693","0380C1470","hyresrätt",2024,385
"694","0380C1470","bostadsrätt",2024,330
"695","0380C1470","äganderätt",2024,218
"696","0380C1470","uppgift saknas",2024,0
"697","0380C1481","hyresrätt",2024,0
"698","0380C1481","bostadsrätt",2024,887
"699","0380C1481","äganderätt",2024,0
"700","0380C1481","uppgift saknas",2024,0
"701","0380C1482","hyresrätt",2024,160
"702","0380C1482","bostadsrätt",2024,375
"703","0380C1482","äganderätt",2024,0
"704","0380C1482","uppgift saknas",2024,0
"705","0380C1483","hyresrätt",2024,1171
"706","0380C1483","bostadsrätt",2024,622
"707","0380C1483","äganderätt",2024,0
"708","0380C1483","uppgift saknas",2024,0
"709","0380C1490","hyresrätt",2024,780
"710","0380C1490","bostadsrätt",2024,196
"711","0380C1490","äganderätt",2024,204
"712","0380C1490","uppgift saknas",2024,0
"713","0380C1500","hyresrätt",2024,163
"714","0380C1500","bostadsrätt",2024,226
"715","0380C1500","äganderätt",2024,92
"716","0380C1500","uppgift saknas",2024,0
"717","0380C1510","hyresrätt",2024,64
"718","0380C1510","bostadsrätt",2024,390
"719","0380C1510","äganderätt",2024,149
"720","0380C1510","uppgift saknas",2024,0
"721","0380C1520","hyresrätt",2024,1502
"722","0380C1520","bostadsrätt",2024,149
"723","0380C1520","äganderätt",2024,10
"724","0380C1520","uppgift saknas",2024,0
"725","0380C1530","hyresrätt",2024,375
"726","0380C1530","bostadsrätt",2024,618
"727","0380C1530","äganderätt",2024,0
"728","0380C1530","uppgift saknas",2024,0
"729","0380C1540","hyresrätt",2024,1138
"730","0380C1540","bostadsrätt",2024,63
"731","0380C1540","äganderätt",2024,7
"732","0380C1540","uppgift saknas",2024,0
"733","0380C1550","hyresrätt",2024,1427
"734","0380C1550","bostadsrätt",2024,0
"735","0380C1550","äganderätt",2024,0
"736","0380C1550","uppgift saknas",2024,0
"737","0380C1560","hyresrätt",2024,316
"738","0380C1560","bostadsrätt",2024,650
"739","0380C1560","äganderätt",2024,62
"740","0380C1560","uppgift saknas",2024,0
"741","0380C1570","hyresrätt",2024,15
"742","0380C1570","bostadsrätt",2024,76
"743","0380C1570","äganderätt",2024,214
"744","0380C1570","uppgift saknas",2024,0
"745","0380C1580","hyresrätt",2024,126
"746","0380C1580","bostadsrätt",2024,634
"747","0380C1580","äganderätt",2024,0
"748","0380C1580","uppgift saknas",2024,0
"749","0380C1590","hyresrätt",2024,897
"750","0380C1590","bostadsrätt",2024,252
"751","0380C1590","äganderätt",2024,16
"752","0380C1590","uppgift saknas",2024,0
"753","0380C1600","hyresrätt",2024,179
"754","0380C1600","bostadsrätt",2024,726
"755","0380C1600","äganderätt",2024,0
"756","0380C1600","uppgift saknas",2024,0
"757","0380C1610","hyresrätt",2024,605
"758","0380C1610","bostadsrätt",2024,252
"759","0380C1610","äganderätt",2024,0
"760","0380C1610","uppgift saknas",2024,4
"761","0380C1620","hyresrätt",2024,19
"762","0380C1620","bostadsrätt",2024,489
"763","0380C1620","äganderätt",2024,115
"764","0380C1620","uppgift saknas",2024,0
"765","0380C1630","hyresrätt",2024,642
"766","0380C1630","bostadsrätt",2024,414
"767","0380C1630","äganderätt",2024,9
"768","0380C1630","uppgift saknas",2024,0
"769","0380C1640","hyresrätt",2024,2
"770","0380C1640","bostadsrätt",2024,910
"771","0380C1640","äganderätt",2024,0
"772","0380C1640","uppgift saknas",2024,0
"773","0380C1650","hyresrätt",2024,25
"774","0380C1650","bostadsrätt",2024,826
"775","0380C1650","äganderätt",2024,0
"776","0380C1650","uppgift saknas",2024,0
"777","0380C1660","hyresrätt",2024,80
"778","0380C1660","bostadsrätt",2024,875
"779","0380C1660","äganderätt",2024,0
"780","0380C1660","uppgift saknas",2024,0
"781","0380C1670","hyresrätt",2024,261
"782","0380C1670","bostadsrätt",2024,594
"783","0380C1670","äganderätt",2024,12
"784","0380C1670","uppgift saknas",2024,0
"785","0380C1680","hyresrätt",2024,108
"786","0380C1680","bostadsrätt",2024,557
"787","0380C1680","äganderätt",2024,64
"788","0380C1680","uppgift saknas",2024,0
"789","0380C1690","hyresrätt",2024,218
"790","0380C1690","bostadsrätt",2024,398
"791","0380C1690","äganderätt",2024,1
"792","0380C1690","uppgift saknas",2024,0
"793","0380C1700","hyresrätt",2024,93
"794","0380C1700","bostadsrätt",2024,373
"795","0380C1700","äganderätt",2024,242
"796","0380C1700","uppgift saknas",2024,0
"797","0380C1710","hyresrätt",2024,58
"798","0380C1710","bostadsrätt",2024,870
"799","0380C1710","äganderätt",2024,2
"800","0380C1710","uppgift saknas",2024,0
"801","0380C1720","hyresrätt",2024,217
"802","0380C1720","bostadsrätt",2024,769
"803","0380C1720","äganderätt",2024,16
"804","0380C1720","uppgift saknas",2024,0
"805","0380C1730","hyresrätt",2024,566
"806","0380C1730","bostadsrätt",2024,431
"807","0380C1730","äganderätt",2024,0
"808","0380C1730","uppgift saknas",2024,0
"809","0380C1740","hyresrätt",2024,0
"810","0380C1740","bostadsrätt",2024,955
"811","0380C1740","äganderätt",2024,0
"812","0380C1740","uppgift saknas",2024,0
"813","0380C1750","hyresrätt",2024,164
"814","0380C1750","bostadsrätt",2024,688
"815","0380C1750","äganderätt",2024,0
"816","0380C1750","uppgift saknas",2024,0
"817","0380C1760","hyresrätt",2024,87
"818","0380C1760","bostadsrätt",2024,1209
"819","0380C1760","äganderätt",2024,0
"820","0380C1760","uppgift saknas",2024,0
"821","0380C1770","hyresrätt",2024,124
"822","0380C1770","bostadsrätt",2024,382
"823","0380C1770","äganderätt",2024,0
"824","0380C1770","uppgift saknas",2024,0
"825","0380C1780","hyresrätt",2024,215
"826","0380C1780","bostadsrätt",2024,656
"827","0380C1780","äganderätt",2024,2
"828","0380C1780","uppgift saknas",2024,0
"829","0380C1790","hyresrätt",2024,169
"830","0380C1790","bostadsrätt",2024,491
"831","0380C1790","äganderätt",2024,199
"832","0380C1790","uppgift saknas",2024,0
"833","0380C1800","hyresrätt",2024,308
"834","0380C1800","bostadsrätt",2024,1073
"835","0380C1800","äganderätt",2024,0
"836","0380C1800","uppgift saknas",2024,0
"837","0380C1810","hyresrätt",2024,7
"838","0380C1810","bostadsrätt",2024,753
"839","0380C1810","äganderätt",2024,89
"840","0380C1810","uppgift saknas",2024,0
"841","0380C1820","hyresrätt",2024,101
"842","0380C1820","bostadsrätt",2024,853
"843","0380C1820","äganderätt",2024,0
"844","0380C1820","uppgift saknas",2024,0
"845","0380C1830","hyresrätt",2024,598
"846","0380C1830","bostadsrätt",2024,800
"847","0380C1830","äganderätt",2024,0
"848","0380C1830","uppgift saknas",2024,0
"849","0380C1840","hyresrätt",2024,15
"850","0380C1840","bostadsrätt",2024,587
"851","0380C1840","äganderätt",2024,270
"852","0380C1840","uppgift saknas",2024,0
"853","0380C1850","hyresrätt",2024,463
"854","0380C1850","bostadsrätt",2024,0
"855","0380C1850","äganderätt",2024,0
"856","0380C1850","uppgift saknas",2024,0
"857","0380C1860","hyresrätt",2024,75
"858","0380C1860","bostadsrätt",2024,858
"859","0380C1860","äganderätt",2024,0
"860","0380C1860","uppgift saknas",2024,0
"861","0380C1870","hyresrätt",2024,560
"862","0380C1870","bostadsrätt",2024,149
"863","0380C1870","äganderätt",2024,50
"864","0380C1870","uppgift saknas",2024,0
"865","0380C1880","hyresrätt",2024,761
"866","0380C1880","bostadsrätt",2024,0
"867","0380C1880","äganderätt",2024,0
"868","0380C1880","uppgift saknas",2024,0
"869","0380C1890","hyresrätt",2024,462
"870","0380C1890","bostadsrätt",2024,307
"871","0380C1890","äganderätt",2024,36
"872","0380C1890","uppgift saknas",2024,0
"873","0380C1900","hyresrätt",2024,1079
"874","0380C1900","bostadsrätt",2024,192
"875","0380C1900","äganderätt",2024,0
"876","0380C1900","uppgift saknas",2024,0
"877","0380C1910","hyresrätt",2024,84
"878","0380C1910","bostadsrätt",2024,142
"879","0380C1910","äganderätt",2024,148
"880","0380C1910","uppgift saknas",2024,0
"881","0380C1920","hyresrätt",2024,207
"882","0380C1920","bostadsrätt",2024,586
"883","0380C1920","äganderätt",2024,0
"884","0380C1920","uppgift saknas",2024,0
"885","0380C1930","hyresrätt",2024,711
"886","0380C1930","bostadsrätt",2024,261
"887","0380C1930","äganderätt",2024,0
"888","0380C1930","uppgift saknas",2024,0
"889","0380C1940","hyresrätt",2024,1408
"890","0380C1940","bostadsrätt",2024,340
"891","0380C1940","äganderätt",2024,0
"892","0380C1940","uppgift saknas",2024,0
"893","0380C1950","hyresrätt",2024,655
"894","0380C1950","bostadsrätt",2024,31
"895","0380C1950","äganderätt",2024,0
"896","0380C1950","uppgift saknas",2024,0
"897","0380C1960","hyresrätt",2024,0
"898","0380C1960","bostadsrätt",2024,699
"899","0380C1960","äganderätt",2024,0
"900","0380C1960","uppgift saknas",2024,0
"901","0380C1970","hyresrätt",2024,487
"902","0380C1970","bostadsrätt",2024,352
"903","0380C1970","äganderätt",2024,0
"904","0380C1970","uppgift saknas",2024,0
"905","0380C1980","hyresrätt",2024,172
"906","0380C1980","bostadsrätt",2024,691
"907","0380C1980","äganderätt",2024,0
"908","0380C1980","uppgift saknas",2024,0
"909","0380C1990","hyresrätt",2024,95
"910","0380C1990","bostadsrätt",2024,515
"911","0380C1990","äganderätt",2024,0
"912","0380C1990","uppgift saknas",2024,0
"913","0380C2000","hyresrätt",2024,232
"914","0380C2000","bostadsrätt",2024,284
"915","0380C2000","äganderätt",2024,360
"916","0380C2000","uppgift saknas",2024,0
"917","0380C2010","hyresrätt",2024,1840
"918","0380C2010","bostadsrätt",2024,62
"919","0380C2010","äganderätt",2024,0
"920","0380C2010","uppgift saknas",2024,0
"921","0380C2020","hyresrätt",2024,353
"922","0380C2020","bostadsrätt",2024,975
"923","0380C2020","äganderätt",2024,0
"924","0380C2020","uppgift saknas",2024,0
"925","0380C2030","hyresrätt",2024,0
"926","0380C2030","bostadsrätt",2024,836
"927","0380C2030","äganderätt",2024,0
"928","0380C2030","uppgift saknas",2024,0
"929","0380C2040","hyresrätt",2024,709
"930","0380C2040","bostadsrätt",2024,343
"931","0380C2040","äganderätt",2024,0
"932","0380C2040","uppgift saknas",2024,0
"933","0380C2050","hyresrätt",2024,100
"934","0380C2050","bostadsrätt",2024,658
"935","0380C2050","äganderätt",2024,0
"936","0380C2050","uppgift saknas",2024,0
"937","0380C2060","hyresrätt",2024,94
"938","0380C2060","bostadsrätt",2024,189
"939","0380C2060","äganderätt",2024,293
"940","0380C2060","uppgift saknas",2024,0
"941","0380C2070","hyresrätt",2024,519
"942","0380C2070","bostadsrätt",2024,164
"943","0380C2070","äganderätt",2024,0
"944","0380C2070","uppgift saknas",2024,0
"945","0380C2080","hyresrätt",2024,44
"946","0380C2080","bostadsrätt",2024,558
"947","0380C2080","äganderätt",2024,0
"948","0380C2080","uppgift saknas",2024,0
"949","0380C2090","hyresrätt",2024,202
"950","0380C2090","bostadsrätt",2024,761
"951","0380C2090","äganderätt",2024,77
"952","0380C2090","uppgift saknas",2024,0
"953","0380C2100","hyresrätt",2024,1146
"954","0380C2100","bostadsrätt",2024,80
"955","0380C2100","äganderätt",2024,0
"956","0380C2100","uppgift saknas",2024,0
"957","0380C2110","hyresrätt",2024,10
"958","0380C2110","bostadsrätt",2024,832
"959","0380C2110","äganderätt",2024,37
"960","0380C2110","uppgift saknas",2024,0
"961","0380C2120","hyresrätt",2024,0
"962","0380C2120","bostadsrätt",2024,396
"963","0380C2120","äganderätt",2024,0
"964","0380C2120","uppgift saknas",2024,0
"965","0380C2130","hyresrätt",2024,0
"966","0380C2130","bostadsrätt",2024,549
"967","0380C2130","äganderätt",2024,0
"968","0380C2130","uppgift saknas",2024,0
"969","0380C2140","hyresrätt",2024,598
"970","0380C2140","bostadsrätt",2024,639
"971","0380C2140","äganderätt",2024,54
"972","0380C2140","uppgift saknas",2024,0
"973","0380C2150","hyresrätt",2024,633
"974","0380C2150","bostadsrätt",2024,156
"975","0380C2150","äganderätt",2024,0
"976","0380C2150","uppgift saknas",2024,0
"977","0380C2160","hyresrätt",2024,336
"978","0380C2160","bostadsrätt",2024,238
"979","0380C2160","äganderätt",2024,0
"980","0380C2160","uppgift saknas",2024,0
"981","0380C2170","hyresrätt",2024,1
"982","0380C2170","bostadsrätt",2024,0
"983","0380C2170","äganderätt",2024,330
"984","0380C2170","uppgift saknas",2024,0
"985","0380C2180","hyresrätt",2024,6
"986","0380C2180","bostadsrätt",2024,470
"987","0380C2180","äganderätt",2024,191
"988","0380C2180","uppgift saknas",2024,0
"989","0380C2190","hyresrätt",2024,394
"990","0380C2190","bostadsrätt",2024,0
"991","0380C2190","äganderätt",2024,267
"992","0380C2190","uppgift saknas",2024,0
"993","0380C2200","hyresrätt",2024,454
"994","0380C2200","bostadsrätt",2024,880
"995","0380C2200","äganderätt",2024,0
"996","0380C2200","uppgift saknas",2024,0
"997","0380C2210","hyresrätt",2024,77
"998","0380C2210","bostadsrätt",2024,0
"999","0380C2210","äganderätt",2024,448
"1000","0380C2210","uppgift saknas",2024,0
"1001","Uppsala (Bergsbrunna)","hyresrätt",2024,20
"1002","Uppsala (Bergsbrunna)","bostadsrätt",2024,0
"1003","Uppsala (Bergsbrunna)","äganderätt",2024,462
"1004","Uppsala (Bergsbrunna)","uppgift saknas",2024,3
"1005","Uppsala (Björklinge)","hyresrätt",2024,211
"1006","Uppsala (Björklinge)","bostadsrätt",2024,108
"1007","Uppsala (Björklinge)","äganderätt",2024,1018
"1008","Uppsala (Björklinge)","uppgift saknas",2024,0
"1009","Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","hyresrätt",2024,1341
"1010","Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","bostadsrätt",2024,523
"1011","Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","äganderätt",2024,298
"1012","Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","uppgift saknas",2024,0
"1013","Uppsala (Bälinge-Lövstalöt)","hyresrätt",2024,99
"1014","Uppsala (Bälinge-Lövstalöt)","bostadsrätt",2024,42
"1015","Uppsala (Bälinge-Lövstalöt)","äganderätt",2024,1272
"1016","Uppsala (Bälinge-Lövstalöt)","uppgift saknas",2024,0
"1017","Uppsala (Främre Luthagen-Fjärdingen-Glunten)","hyresrätt",2024,2152
"1018","Uppsala (Främre Luthagen-Fjärdingen-Glunten)","bostadsrätt",2024,2536
"1019","Uppsala (Främre Luthagen-Fjärdingen-Glunten)","äganderätt",2024,30
"1020","Uppsala (Främre Luthagen-Fjärdingen-Glunten)","uppgift saknas",2024,0
"1021","Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","hyresrätt",2024,43
"1022","Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","bostadsrätt",2024,218
"1023","Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","äganderätt",2024,819
"1024","Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","uppgift saknas",2024,0
"1025","Uppsala (Gamla Uppsala)","hyresrätt",2024,471
"1026","Uppsala (Gamla Uppsala)","bostadsrätt",2024,0
"1027","Uppsala (Gamla Uppsala)","äganderätt",2024,715
"1028","Uppsala (Gamla Uppsala)","uppgift saknas",2024,0
"1029","Uppsala (Gunsta-Marielund-Länna)","hyresrätt",2024,212
"1030","Uppsala (Gunsta-Marielund-Länna)","bostadsrätt",2024,128
"1031","Uppsala (Gunsta-Marielund-Länna)","äganderätt",2024,791
"1032","Uppsala (Gunsta-Marielund-Länna)","uppgift saknas",2024,0
"1033","Uppsala (Kungsängen)","hyresrätt",2024,1611
"1034","Uppsala (Kungsängen)","bostadsrätt",2024,3138
"1035","Uppsala (Kungsängen)","äganderätt",2024,1
"1036","Uppsala (Kungsängen)","uppgift saknas",2024,0
"1037","Uppsala (Kvarngärdet)","hyresrätt",2024,1840
"1038","Uppsala (Kvarngärdet)","bostadsrätt",2024,192
"1039","Uppsala (Kvarngärdet)","äganderätt",2024,0
"1040","Uppsala (Kvarngärdet)","uppgift saknas",2024,0
"1041","Uppsala (Kåbo-Norra Rosendal)","hyresrätt",2024,3343
"1042","Uppsala (Kåbo-Norra Rosendal)","bostadsrätt",2024,1359
"1043","Uppsala (Kåbo-Norra Rosendal)","äganderätt",2024,167
"1044","Uppsala (Kåbo-Norra Rosendal)","uppgift saknas",2024,0
"1045","Uppsala (Lindbacken-Jälla)","hyresrätt",2024,58
"1046","Uppsala (Lindbacken-Jälla)","bostadsrätt",2024,81
"1047","Uppsala (Lindbacken-Jälla)","äganderätt",2024,389
"1048","Uppsala (Lindbacken-Jälla)","uppgift saknas",2024,0
"1049","Uppsala (Löten)","hyresrätt",2024,677
"1050","Uppsala (Löten)","bostadsrätt",2024,1659
"1051","Uppsala (Löten)","äganderätt",2024,0
"1052","Uppsala (Löten)","uppgift saknas",2024,0
"1053","Uppsala (Mellersta Luthagen-Rickomberga)","hyresrätt",2024,504
"1054","Uppsala (Mellersta Luthagen-Rickomberga)","bostadsrätt",2024,1630
"1055","Uppsala (Mellersta Luthagen-Rickomberga)","äganderätt",2024,376
"1056","Uppsala (Mellersta Luthagen-Rickomberga)","uppgift saknas",2024,0
"1057","Uppsala (Mellersta Sala backe)","hyresrätt",2024,2526
