"","desokod","upplåtelseform","år","Antal"
"1058","Uppsala (Mellersta Sala backe)","bostadsrätt",2024,371
"1059","Uppsala (Mellersta Sala backe)","äganderätt",2024,0
"1060","Uppsala (Mellersta Sala backe)","uppgift saknas",2024,0
"1061","Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","hyresrätt",2024,914
"1062","Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","bostadsrätt",2024,1020
"1063","Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","äganderätt",2024,98
"1064","Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","uppgift saknas",2024,0
"1065","Uppsala (Norby-Norra Valsätra)","hyresrätt",2024,103
"1066","Uppsala (Norby-Norra Valsätra)","bostadsrätt",2024,489
"1067","Uppsala (Norby-Norra Valsätra)","äganderätt",2024,1390
"1068","Uppsala (Norby-Norra Valsätra)","uppgift saknas",2024,0
"1069","Uppsala (Nordvästra Luthagen-Hällby)","hyresrätt",2024,642
"1070","Uppsala (Nordvästra Luthagen-Hällby)","bostadsrätt",2024,1369
"1071","Uppsala (Nordvästra Luthagen-Hällby)","äganderätt",2024,9
"1072","Uppsala (Nordvästra Luthagen-Hällby)","uppgift saknas",2024,0
"1073","Uppsala (Norra Luthagen-Börjetull-Husbyborg)","hyresrätt",2024,664
"1074","Uppsala (Norra Luthagen-Börjetull-Husbyborg)","bostadsrätt",2024,1068
"1075","Uppsala (Norra Luthagen-Börjetull-Husbyborg)","äganderätt",2024,113
"1076","Uppsala (Norra Luthagen-Börjetull-Husbyborg)","uppgift saknas",2024,0
"1077","Uppsala (Norra Sala backe)","hyresrätt",2024,207
"1078","Uppsala (Norra Sala backe)","bostadsrätt",2024,1422
"1079","Uppsala (Norra Sala backe)","äganderätt",2024,0
"1080","Uppsala (Norra Sala backe)","uppgift saknas",2024,0
"1081","Uppsala (Norra Sävja)","hyresrätt",2024,313
"1082","Uppsala (Norra Sävja)","bostadsrätt",2024,511
"1083","Uppsala (Norra Sävja)","äganderätt",2024,258
"1084","Uppsala (Norra Sävja)","uppgift saknas",2024,0
"1085","Uppsala (Norra Ulleråker-Polacksbacken)","hyresrätt",2024,283
"1086","Uppsala (Norra Ulleråker-Polacksbacken)","bostadsrätt",2024,398
"1087","Uppsala (Norra Ulleråker-Polacksbacken)","äganderätt",2024,0
"1088","Uppsala (Norra Ulleråker-Polacksbacken)","uppgift saknas",2024,0
"1089","Uppsala (Nyby)","hyresrätt",2024,796
"1090","Uppsala (Nyby)","bostadsrätt",2024,1588
"1091","Uppsala (Nyby)","äganderätt",2024,191
"1092","Uppsala (Nyby)","uppgift saknas",2024,0
"1093","Uppsala (Nåntuna-Vilan)","hyresrätt",2024,77
"1094","Uppsala (Nåntuna-Vilan)","bostadsrätt",2024,34
"1095","Uppsala (Nåntuna-Vilan)","äganderätt",2024,1051
"1096","Uppsala (Nåntuna-Vilan)","uppgift saknas",2024,0
"1097","Uppsala (Slavsta-Fyrislund-Danmarksby)","hyresrätt",2024,416
"1098","Uppsala (Slavsta-Fyrislund-Danmarksby)","bostadsrätt",2024,219
"1099","Uppsala (Slavsta-Fyrislund-Danmarksby)","äganderätt",2024,339
"1100","Uppsala (Slavsta-Fyrislund-Danmarksby)","uppgift saknas",2024,0
"1101","Uppsala (Sommarro-Kungsgärdet)","hyresrätt",2024,186
"1102","Uppsala (Sommarro-Kungsgärdet)","bostadsrätt",2024,793
"1103","Uppsala (Sommarro-Kungsgärdet)","äganderätt",2024,325
"1104","Uppsala (Sommarro-Kungsgärdet)","uppgift saknas",2024,0
"1105","Uppsala (Studentstaden)","hyresrätt",2024,4067
"1106","Uppsala (Studentstaden)","bostadsrätt",2024,212
"1107","Uppsala (Studentstaden)","äganderätt",2024,17
"1108","Uppsala (Studentstaden)","uppgift saknas",2024,0
"1109","Uppsala (Sunnersta)","hyresrätt",2024,369
"1110","Uppsala (Sunnersta)","bostadsrätt",2024,150
"1111","Uppsala (Sunnersta)","äganderätt",2024,1715
"1112","Uppsala (Sunnersta)","uppgift saknas",2024,0
"1113","Uppsala (Sydöstra Luthagen)","hyresrätt",2024,353
"1114","Uppsala (Sydöstra Luthagen)","bostadsrätt",2024,2401
"1115","Uppsala (Sydöstra Luthagen)","äganderätt",2024,4
"1116","Uppsala (Sydöstra Luthagen)","uppgift saknas",2024,0
"1117","Uppsala (Södra Rosendal-Malma gård)","hyresrätt",2024,304
"1118","Uppsala (Södra Rosendal-Malma gård)","bostadsrätt",2024,1083
"1119","Uppsala (Södra Rosendal-Malma gård)","äganderätt",2024,167
"1120","Uppsala (Södra Rosendal-Malma gård)","uppgift saknas",2024,0
"1121","Uppsala (Södra Sala backe)","hyresrätt",2024,807
"1122","Uppsala (Södra Sala backe)","bostadsrätt",2024,2210
"1123","Uppsala (Södra Sala backe)","äganderätt",2024,64
"1124","Uppsala (Södra Sala backe)","uppgift saknas",2024,0
"1125","Uppsala (Södra Sävja)","hyresrätt",2024,548
"1126","Uppsala (Södra Sävja)","bostadsrätt",2024,744
"1127","Uppsala (Södra Sävja)","äganderätt",2024,0
"1128","Uppsala (Södra Sävja)","uppgift saknas",2024,0
"1129","Uppsala (Södra Valsätra-Norra Gottsunda)","hyresrätt",2024,2008
"1130","Uppsala (Södra Valsätra-Norra Gottsunda)","bostadsrätt",2024,0
"1131","Uppsala (Södra Valsätra-Norra Gottsunda)","äganderätt",2024,19
"1132","Uppsala (Södra Valsätra-Norra Gottsunda)","uppgift saknas",2024,0
"1133","Uppsala (Uppsala centrum)","hyresrätt",2024,1448
"1134","Uppsala (Uppsala centrum)","bostadsrätt",2024,2284
"1135","Uppsala (Uppsala centrum)","äganderätt",2024,1
"1136","Uppsala (Uppsala centrum)","uppgift saknas",2024,4
"1137","Uppsala (Uppsala inre norra omland)","hyresrätt",2024,177
"1138","Uppsala (Uppsala inre norra omland)","bostadsrätt",2024,99
"1139","Uppsala (Uppsala inre norra omland)","äganderätt",2024,723
"1140","Uppsala (Uppsala inre norra omland)","uppgift saknas",2024,4
"1141","Uppsala (Uppsala inre östra omland)","hyresrätt",2024,145
"1142","Uppsala (Uppsala inre östra omland)","bostadsrätt",2024,39
"1143","Uppsala (Uppsala inre östra omland)","äganderätt",2024,1302
"1144","Uppsala (Uppsala inre östra omland)","uppgift saknas",2024,1
"1145","Uppsala (Uppsala nordvästra omland)","hyresrätt",2024,111
"1146","Uppsala (Uppsala nordvästra omland)","bostadsrätt",2024,57
"1147","Uppsala (Uppsala nordvästra omland)","äganderätt",2024,2286
"1148","Uppsala (Uppsala nordvästra omland)","uppgift saknas",2024,5
"1149","Uppsala (Uppsala nordöstra centrum-Höganäs)","hyresrätt",2024,395
"1150","Uppsala (Uppsala nordöstra centrum-Höganäs)","bostadsrätt",2024,2282
"1151","Uppsala (Uppsala nordöstra centrum-Höganäs)","äganderätt",2024,0
"1152","Uppsala (Uppsala nordöstra centrum-Höganäs)","uppgift saknas",2024,0
"1153","Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","hyresrätt",2024,403
"1154","Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","bostadsrätt",2024,2248
"1155","Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","äganderätt",2024,105
"1156","Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","uppgift saknas",2024,0
"1157","Uppsala (Uppsala västra omland)","hyresrätt",2024,182
"1158","Uppsala (Uppsala västra omland)","bostadsrätt",2024,26
"1159","Uppsala (Uppsala västra omland)","äganderätt",2024,2241
"1160","Uppsala (Uppsala västra omland)","uppgift saknas",2024,4
"1161","Uppsala (Uppsala yttre norra omland)","hyresrätt",2024,191
"1162","Uppsala (Uppsala yttre norra omland)","bostadsrätt",2024,125
"1163","Uppsala (Uppsala yttre norra omland)","äganderätt",2024,1795
"1164","Uppsala (Uppsala yttre norra omland)","uppgift saknas",2024,1
"1165","Uppsala (Uppsala yttre östra omland)","hyresrätt",2024,240
"1166","Uppsala (Uppsala yttre östra omland)","bostadsrätt",2024,60
"1167","Uppsala (Uppsala yttre östra omland)","äganderätt",2024,1887
"1168","Uppsala (Uppsala yttre östra omland)","uppgift saknas",2024,2
"1169","Uppsala (Vattholma)","hyresrätt",2024,113
"1170","Uppsala (Vattholma)","bostadsrätt",2024,6
"1171","Uppsala (Vattholma)","äganderätt",2024,461
"1172","Uppsala (Vattholma)","uppgift saknas",2024,0
"1173","Uppsala (Vänge)","hyresrätt",2024,133
"1174","Uppsala (Vänge)","bostadsrätt",2024,71
"1175","Uppsala (Vänge)","äganderätt",2024,343
"1176","Uppsala (Vänge)","uppgift saknas",2024,0
"1177","Uppsala (Västra Eriksberg-Håga)","hyresrätt",2024,738
"1178","Uppsala (Västra Eriksberg-Håga)","bostadsrätt",2024,911
"1179","Uppsala (Västra Eriksberg-Håga)","äganderätt",2024,46
"1180","Uppsala (Västra Eriksberg-Håga)","uppgift saknas",2024,0
"1181","Uppsala (Västra Flogsta)","hyresrätt",2024,3017
"1182","Uppsala (Västra Flogsta)","bostadsrätt",2024,0
"1183","Uppsala (Västra Flogsta)","äganderätt",2024,14
"1184","Uppsala (Västra Flogsta)","uppgift saknas",2024,0
"1185","Uppsala (Västra Gottsunda)","hyresrätt",2024,1190
"1186","Uppsala (Västra Gottsunda)","bostadsrätt",2024,81
"1187","Uppsala (Västra Gottsunda)","äganderätt",2024,0
"1188","Uppsala (Västra Gottsunda)","uppgift saknas",2024,0
"1189","Uppsala (Västra Gränby)","hyresrätt",2024,1855
"1190","Uppsala (Västra Gränby)","bostadsrätt",2024,423
"1191","Uppsala (Västra Gränby)","äganderätt",2024,0
"1192","Uppsala (Västra Gränby)","uppgift saknas",2024,0
"1193","Uppsala (Västra Kapellgärdet)","hyresrätt",2024,428
"1194","Uppsala (Västra Kapellgärdet)","bostadsrätt",2024,1833
"1195","Uppsala (Västra Kapellgärdet)","äganderätt",2024,0
"1196","Uppsala (Västra Kapellgärdet)","uppgift saknas",2024,0
"1197","Uppsala (Västra Stenhagen)","hyresrätt",2024,400
"1198","Uppsala (Västra Stenhagen)","bostadsrätt",2024,406
"1199","Uppsala (Västra Stenhagen)","äganderätt",2024,432
"1200","Uppsala (Västra Stenhagen)","uppgift saknas",2024,0
"1201","Uppsala (Västra Storvreta)","hyresrätt",2024,240
"1202","Uppsala (Västra Storvreta)","bostadsrätt",2024,213
"1203","Uppsala (Västra Storvreta)","äganderätt",2024,789
"1204","Uppsala (Västra Storvreta)","uppgift saknas",2024,0
"1205","Uppsala (Västra Svartbäcken-Tuna backar)","hyresrätt",2024,1446
"1206","Uppsala (Västra Svartbäcken-Tuna backar)","bostadsrätt",2024,2177
"1207","Uppsala (Västra Svartbäcken-Tuna backar)","äganderätt",2024,50
"1208","Uppsala (Västra Svartbäcken-Tuna backar)","uppgift saknas",2024,0
"1209","Uppsala (Årsta)","hyresrätt",2024,421
"1210","Uppsala (Årsta)","bostadsrätt",2024,2391
"1211","Uppsala (Årsta)","äganderätt",2024,667
"1212","Uppsala (Årsta)","uppgift saknas",2024,0
"1213","Uppsala (Östra Eriksberg)","hyresrätt",2024,1549
"1214","Uppsala (Östra Eriksberg)","bostadsrätt",2024,0
"1215","Uppsala (Östra Eriksberg)","äganderätt",2024,126
"1216","Uppsala (Östra Eriksberg)","uppgift saknas",2024,0
"1217","Uppsala (Östra Flogsta-Ekeby-Berthåga)","hyresrätt",2024,1390
"1218","Uppsala (Östra Flogsta-Ekeby-Berthåga)","bostadsrätt",2024,563
"1219","Uppsala (Östra Flogsta-Ekeby-Berthåga)","äganderätt",2024,561
"1220","Uppsala (Östra Flogsta-Ekeby-Berthåga)","uppgift saknas",2024,0
"1221","Uppsala (Östra Fålhagen-Boländerna)","hyresrätt",2024,159
"1222","Uppsala (Östra Fålhagen-Boländerna)","bostadsrätt",2024,1673
"1223","Uppsala (Östra Fålhagen-Boländerna)","äganderätt",2024,391
"1224","Uppsala (Östra Fålhagen-Boländerna)","uppgift saknas",2024,0
"1225","Uppsala (Östra Gränby-Brillinge)","hyresrätt",2024,598
"1226","Uppsala (Östra Gränby-Brillinge)","bostadsrätt",2024,1338
"1227","Uppsala (Östra Gränby-Brillinge)","äganderätt",2024,54
"1228","Uppsala (Östra Gränby-Brillinge)","uppgift saknas",2024,0
"1229","Uppsala (Östra Kapellgärdet)","hyresrätt",2024,3038
"1230","Uppsala (Östra Kapellgärdet)","bostadsrätt",2024,675
"1231","Uppsala (Östra Kapellgärdet)","äganderätt",2024,0
"1232","Uppsala (Östra Kapellgärdet)","uppgift saknas",2024,0
"1233","Uppsala (Östra Stenhagen-Kvarnbo)","hyresrätt",2024,324
"1234","Uppsala (Östra Stenhagen-Kvarnbo)","bostadsrätt",2024,493
"1235","Uppsala (Östra Stenhagen-Kvarnbo)","äganderätt",2024,181
"1236","Uppsala (Östra Stenhagen-Kvarnbo)","uppgift saknas",2024,0
"1237","Uppsala (Östra Storvreta)","hyresrätt",2024,56
"1238","Uppsala (Östra Storvreta)","bostadsrätt",2024,0
"1239","Uppsala (Östra Storvreta)","äganderätt",2024,903
"1240","Uppsala (Östra Storvreta)","uppgift saknas",2024,0
"1241","Uppsala (Östra Svartbäcken-Bärby hage)","hyresrätt",2024,179
"1242","Uppsala (Östra Svartbäcken-Bärby hage)","bostadsrätt",2024,331
"1243","Uppsala (Östra Svartbäcken-Bärby hage)","äganderätt",2024,771
"1244","Uppsala (Östra Svartbäcken-Bärby hage)","uppgift saknas",2024,0
"1245","0381A0010","hyresrätt",2024,79
"1246","0381A0010","bostadsrätt",2024,72
"1247","0381A0010","äganderätt",2024,847
"1248","0381A0010","uppgift saknas",2024,5
"1249","0381A0020","hyresrätt",2024,24
"1250","0381A0020","bostadsrätt",2024,0
"1251","0381A0020","äganderätt",2024,421
"1252","0381A0020","uppgift saknas",2024,6
"1253","0381A0030","hyresrätt",2024,12
"1254","0381A0030","bostadsrätt",2024,0
"1255","0381A0030","äganderätt",2024,347
"1256","0381A0030","uppgift saknas",2024,9
"1257","0381A0040","hyresrätt",2024,13
"1258","0381A0040","bostadsrätt",2024,0
"1259","0381A0040","äganderätt",2024,366
"1260","0381A0040","uppgift saknas",2024,8
"1261","0381A0050","hyresrätt",2024,54
"1262","0381A0050","bostadsrätt",2024,16
"1263","0381A0050","äganderätt",2024,732
"1264","0381A0050","uppgift saknas",2024,1
"1265","0381A0060","hyresrätt",2024,35
"1266","0381A0060","bostadsrätt",2024,0
"1267","0381A0060","äganderätt",2024,549
"1268","0381A0060","uppgift saknas",2024,10
"1269","0381A0070","hyresrätt",2024,34
"1270","0381A0070","bostadsrätt",2024,0
"1271","0381A0070","äganderätt",2024,932
"1272","0381A0070","uppgift saknas",2024,6
"1273","0381A0080","hyresrätt",2024,42
"1274","0381A0080","bostadsrätt",2024,0
"1275","0381A0080","äganderätt",2024,675
"1276","0381A0080","uppgift saknas",2024,2
"1277","0381A0090","hyresrätt",2024,171
"1278","0381A0090","bostadsrätt",2024,26
"1279","0381A0090","äganderätt",2024,662
"1280","0381A0090","uppgift saknas",2024,3
"1281","0381B2010","hyresrätt",2024,230
"1282","0381B2010","bostadsrätt",2024,36
"1283","0381B2010","äganderätt",2024,547
"1284","0381B2010","uppgift saknas",2024,4
"1285","0381B3010","hyresrätt",2024,99
"1286","0381B3010","bostadsrätt",2024,333
"1287","0381B3010","äganderätt",2024,463
"1288","0381B3010","uppgift saknas",2024,0
"1289","0381B4010","hyresrätt",2024,102
"1290","0381B4010","bostadsrätt",2024,45
"1291","0381B4010","äganderätt",2024,358
"1292","0381B4010","uppgift saknas",2024,0
"1293","0381B5010","hyresrätt",2024,138
"1294","0381B5010","bostadsrätt",2024,0
"1295","0381B5010","äganderätt",2024,274
"1296","0381B5010","uppgift saknas",2024,0
"1297","0381C1010","hyresrätt",2024,165
"1298","0381C1010","bostadsrätt",2024,282
"1299","0381C1010","äganderätt",2024,421
"1300","0381C1010","uppgift saknas",2024,0
"1301","0381C1020","hyresrätt",2024,238
"1302","0381C1020","bostadsrätt",2024,223
"1303","0381C1020","äganderätt",2024,600
"1304","0381C1020","uppgift saknas",2024,0
"1305","0381C1030","hyresrätt",2024,593
"1306","0381C1030","bostadsrätt",2024,917
"1307","0381C1030","äganderätt",2024,35
"1308","0381C1030","uppgift saknas",2024,0
"1309","0381C1040","hyresrätt",2024,456
"1310","0381C1040","bostadsrätt",2024,446
"1311","0381C1040","äganderätt",2024,403
"1312","0381C1040","uppgift saknas",2024,0
"1313","0381C1050","hyresrätt",2024,787
"1314","0381C1050","bostadsrätt",2024,124
"1315","0381C1050","äganderätt",2024,452
"1316","0381C1050","uppgift saknas",2024,0
"1317","0381C1060","hyresrätt",2024,534
"1318","0381C1060","bostadsrätt",2024,564
"1319","0381C1060","äganderätt",2024,75
"1320","0381C1060","uppgift saknas",2024,0
"1321","0381C1070","hyresrätt",2024,729
"1322","0381C1070","bostadsrätt",2024,148
"1323","0381C1070","äganderätt",2024,256
"1324","0381C1070","uppgift saknas",2024,0
"1325","0381C1080","hyresrätt",2024,921
"1326","0381C1080","bostadsrätt",2024,386
"1327","0381C1080","äganderätt",2024,349
"1328","0381C1080","uppgift saknas",2024,0
"1329","0381C1090","hyresrätt",2024,795
"1330","0381C1090","bostadsrätt",2024,451
"1331","0381C1090","äganderätt",2024,72
"1332","0381C1090","uppgift saknas",2024,0
"1333","0381C1100","hyresrätt",2024,744
"1334","0381C1100","bostadsrätt",2024,134
"1335","0381C1100","äganderätt",2024,154
"1336","0381C1100","uppgift saknas",2024,0
"1337","0381C1110","hyresrätt",2024,502
"1338","0381C1110","bostadsrätt",2024,420
"1339","0381C1110","äganderätt",2024,39
"1340","0381C1110","uppgift saknas",2024,0
"1341","0381C1120","hyresrätt",2024,704
"1342","0381C1120","bostadsrätt",2024,308
"1343","0381C1120","äganderätt",2024,118
"1344","0381C1120","uppgift saknas",2024,0
"1345","Enköping (Bergvreten-Gånsta-Åkersberg)","hyresrätt",2024,621
"1346","Enköping (Bergvreten-Gånsta-Åkersberg)","bostadsrätt",2024,728
"1347","Enköping (Bergvreten-Gånsta-Åkersberg)","äganderätt",2024,824
"1348","Enköping (Bergvreten-Gånsta-Åkersberg)","uppgift saknas",2024,0
"1349","Enköping (Bredsand-Haga)","hyresrätt",2024,99
"1350","Enköping (Bredsand-Haga)","bostadsrätt",2024,333
"1351","Enköping (Bredsand-Haga)","äganderätt",2024,463
"1352","Enköping (Bredsand-Haga)","uppgift saknas",2024,0
"1353","Enköping (Enköping centrum-Sankt Ilian)","hyresrätt",2024,1922
"1354","Enköping (Enköping centrum-Sankt Ilian)","bostadsrätt",2024,1932
"1355","Enköping (Enköping centrum-Sankt Ilian)","äganderätt",2024,182
"1356","Enköping (Enköping centrum-Sankt Ilian)","uppgift saknas",2024,0
"1357","Enköping (Fanna-Korsängen-Älvdansen)","hyresrätt",2024,1708
"1358","Enköping (Fanna-Korsängen-Älvdansen)","bostadsrätt",2024,510
"1359","Enköping (Fanna-Korsängen-Älvdansen)","äganderätt",2024,801
"1360","Enköping (Fanna-Korsängen-Älvdansen)","uppgift saknas",2024,0
"1361","Enköping (Fjärdhundra)","hyresrätt",2024,213
"1362","Enköping (Fjärdhundra)","bostadsrätt",2024,26
"1363","Enköping (Fjärdhundra)","äganderätt",2024,1337
"1364","Enköping (Fjärdhundra)","uppgift saknas",2024,5
"1365","Enköping (Galgvreten-Västerleden)","hyresrätt",2024,1975
"1366","Enköping (Galgvreten-Västerleden)","bostadsrätt",2024,702
"1367","Enköping (Galgvreten-Västerleden)","äganderätt",2024,449
"1368","Enköping (Galgvreten-Västerleden)","uppgift saknas",2024,0
"1369","Enköping (Lagunda)","hyresrätt",2024,264
"1370","Enköping (Lagunda)","bostadsrätt",2024,36
"1371","Enköping (Lagunda)","äganderätt",2024,1479
"1372","Enköping (Lagunda)","uppgift saknas",2024,10
"1373","Enköping (Munksundet-Gröngarn)","hyresrätt",2024,238
"1374","Enköping (Munksundet-Gröngarn)","bostadsrätt",2024,223
"1375","Enköping (Munksundet-Gröngarn)","äganderätt",2024,600
"1376","Enköping (Munksundet-Gröngarn)","uppgift saknas",2024,0
"1377","Enköping (Romberga)","hyresrätt",2024,704
"1378","Enköping (Romberga)","bostadsrätt",2024,308
"1379","Enköping (Romberga)","äganderätt",2024,118
"1380","Enköping (Romberga)","uppgift saknas",2024,0
"1381","Enköping (Trögd)","hyresrätt",2024,247
"1382","Enköping (Trögd)","bostadsrätt",2024,133
"1383","Enköping (Trögd)","äganderätt",2024,2284
"1384","Enköping (Trögd)","uppgift saknas",2024,15
"1385","Enköping (Åsunda)","hyresrätt",2024,210
"1386","Enköping (Åsunda)","bostadsrätt",2024,0
"1387","Enköping (Åsunda)","äganderätt",2024,1610
"1388","Enköping (Åsunda)","uppgift saknas",2024,24
"1389","0382A0010","hyresrätt",2024,9
"1390","0382A0010","bostadsrätt",2024,0
"1391","0382A0010","äganderätt",2024,748
"1392","0382A0010","uppgift saknas",2024,0
"1393","0382A0020","hyresrätt",2024,154
"1394","0382A0020","bostadsrätt",2024,0
"1395","0382A0020","äganderätt",2024,533
"1396","0382A0020","uppgift saknas",2024,0
"1397","0382A0030","hyresrätt",2024,7
"1398","0382A0030","bostadsrätt",2024,0
"1399","0382A0030","äganderätt",2024,463
"1400","0382A0030","uppgift saknas",2024,0
"1401","0382A0040","hyresrätt",2024,92
"1402","0382A0040","bostadsrätt",2024,0
"1403","0382A0040","äganderätt",2024,609
"1404","0382A0040","uppgift saknas",2024,3
"1405","0382A0050","hyresrätt",2024,66
"1406","0382A0050","bostadsrätt",2024,0
"1407","0382A0050","äganderätt",2024,709
"1408","0382A0050","uppgift saknas",2024,2
"1409","0382B2010","hyresrätt",2024,80
"1410","0382B2010","bostadsrätt",2024,0
"1411","0382B2010","äganderätt",2024,363
"1412","0382B2010","uppgift saknas",2024,0
"1413","0382B2020","hyresrätt",2024,518
"1414","0382B2020","bostadsrätt",2024,277
"1415","0382B2020","äganderätt",2024,244
"1416","0382B2020","uppgift saknas",2024,0
"1417","0382B3010","hyresrätt",2024,57
"1418","0382B3010","bostadsrätt",2024,284
"1419","0382B3010","äganderätt",2024,347
"1420","0382B3010","uppgift saknas",2024,0
"1421","0382B3020","hyresrätt",2024,225
"1422","0382B3020","bostadsrätt",2024,60
"1423","0382B3020","äganderätt",2024,228
"1424","0382B3020","uppgift saknas",2024,0
"1425","0382B4010","hyresrätt",2024,208
"1426","0382B4010","bostadsrätt",2024,166
"1427","0382B4010","äganderätt",2024,312
"1428","0382B4010","uppgift saknas",2024,0
"1429","0382B4020","hyresrätt",2024,421
"1430","0382B4020","bostadsrätt",2024,70
"1431","0382B4020","äganderätt",2024,272
"1432","0382B4020","uppgift saknas",2024,0
"1433","0382B5010","hyresrätt",2024,297
"1434","0382B5010","bostadsrätt",2024,207
"1435","0382B5010","äganderätt",2024,429
"1436","0382B5010","uppgift saknas",2024,6
"1437","0382C1010","hyresrätt",2024,518
"1438","0382C1010","bostadsrätt",2024,184
"1439","0382C1010","äganderätt",2024,444
"1440","0382C1010","uppgift saknas",2024,0
"1441","0382C1020","hyresrätt",2024,5
"1442","0382C1020","bostadsrätt",2024,0
"1443","0382C1020","äganderätt",2024,563
"1444","0382C1020","uppgift saknas",2024,0
"1445","0382C1030","hyresrätt",2024,330
"1446","0382C1030","bostadsrätt",2024,518
"1447","0382C1030","äganderätt",2024,202
"1448","0382C1030","uppgift saknas",2024,0
"1449","Östhammar (Alunda)","hyresrätt",2024,282
"1450","Östhammar (Alunda)","bostadsrätt",2024,344
"1451","Östhammar (Alunda)","äganderätt",2024,575
"1452","Östhammar (Alunda)","uppgift saknas",2024,0
"1453","Östhammar (Alunda omland)","hyresrätt",2024,9
"1454","Östhammar (Alunda omland)","bostadsrätt",2024,0
"1455","Östhammar (Alunda omland)","äganderätt",2024,748
"1456","Östhammar (Alunda omland)","uppgift saknas",2024,0
"1457","Östhammar (Gimo)","hyresrätt",2024,598
"1458","Östhammar (Gimo)","bostadsrätt",2024,277
"1459","Östhammar (Gimo)","äganderätt",2024,607
"1460","Östhammar (Gimo)","uppgift saknas",2024,0
"1461","Östhammar (Gimo omland)","hyresrätt",2024,154
"1462","Östhammar (Gimo omland)","bostadsrätt",2024,0
"1463","Östhammar (Gimo omland)","äganderätt",2024,533
"1464","Östhammar (Gimo omland)","uppgift saknas",2024,0
"1465","Östhammar (Öregrund)","hyresrätt",2024,297
"1466","Östhammar (Öregrund)","bostadsrätt",2024,207
"1467","Östhammar (Öregrund)","äganderätt",2024,429
"1468","Östhammar (Öregrund)","uppgift saknas",2024,6
"1469","Östhammar (Öregrund omland)","hyresrätt",2024,66
"1470","Östhammar (Öregrund omland)","bostadsrätt",2024,0
"1471","Östhammar (Öregrund omland)","äganderätt",2024,709
"1472","Östhammar (Öregrund omland)","uppgift saknas",2024,2
"1473","Östhammar (Österbybruk)","hyresrätt",2024,629
"1474","Östhammar (Österbybruk)","bostadsrätt",2024,236
"1475","Östhammar (Österbybruk)","äganderätt",2024,584
"1476","Östhammar (Österbybruk)","uppgift saknas",2024,0
"1477","Östhammar (Österbybruk omland)","hyresrätt",2024,7
"1478","Östhammar (Österbybruk omland)","bostadsrätt",2024,0
"1479","Östhammar (Österbybruk omland)","äganderätt",2024,463
"1480","Östhammar (Österbybruk omland)","uppgift saknas",2024,0
"1481","Östhammar (Östhammar)","hyresrätt",2024,853
"1482","Östhammar (Östhammar)","bostadsrätt",2024,702
"1483","Östhammar (Östhammar)","äganderätt",2024,1209
"1484","Östhammar (Östhammar)","uppgift saknas",2024,0
"1485","Östhammar (Östhammar omland)","hyresrätt",2024,92
"1486","Östhammar (Östhammar omland)","bostadsrätt",2024,0
"1487","Östhammar (Östhammar omland)","äganderätt",2024,609
"1488","Östhammar (Östhammar omland)","uppgift saknas",2024,3
