"region","upplåtelseform","år","Antal"
"0380C1050","äganderätt","2024",472
"0380C1050","uppgift saknas","2024",0
"0380C1060","hyresrätt","2024",238
"0380C1060","bostadsrätt","2024",33
"0380C1060","äganderätt","2024",322
"0380C1060","uppgift saknas","2024",0
"0380C1070","hyresrätt","2024",571
"0380C1070","bostadsrätt","2024",81
"0380C1070","äganderätt","2024",0
"0380C1070","uppgift saknas","2024",0
"0380C1080","hyresrätt","2024",114
"0380C1080","bostadsrätt","2024",429
"0380C1080","äganderätt","2024",0
"0380C1080","uppgift saknas","2024",0
"0380C1090","hyresrätt","2024",0
"0380C1090","bostadsrätt","2024",360
"0380C1090","äganderätt","2024",51
"0380C1090","uppgift saknas","2024",0
"0380C1100","hyresrätt","2024",619
"0380C1100","bostadsrätt","2024",0
"0380C1100","äganderätt","2024",0
"0380C1100","uppgift saknas","2024",0
"0380C1110","hyresrätt","2024",470
"0380C1110","bostadsrätt","2024",483
"0380C1110","äganderätt","2024",0
"0380C1110","uppgift saknas","2024",0
"0380C1120","hyresrätt","2024",9
"0380C1120","bostadsrätt","2024",0
"0380C1120","äganderätt","2024",306
"0380C1120","uppgift saknas","2024",0
"0380C1130","hyresrätt","2024",601
"0380C1130","bostadsrätt","2024",0
"0380C1130","äganderätt","2024",0
"0380C1130","uppgift saknas","2024",0
"0380C1140","hyresrätt","2024",434
"0380C1140","bostadsrätt","2024",315
"0380C1140","äganderätt","2024",0
"0380C1140","uppgift saknas","2024",0
"0380C1150","hyresrätt","2024",739
"0380C1150","bostadsrätt","2024",0
"0380C1150","äganderätt","2024",19
"0380C1150","uppgift saknas","2024",0
"0380C1160","hyresrätt","2024",668
"0380C1160","bostadsrätt","2024",0
"0380C1160","äganderätt","2024",0
"0380C1160","uppgift saknas","2024",0
"0380C1170","hyresrätt","2024",166
"0380C1170","bostadsrätt","2024",153
"0380C1170","äganderätt","2024",144
"0380C1170","uppgift saknas","2024",0
"0380C1180","hyresrätt","2024",444
"0380C1180","bostadsrätt","2024",177
"0380C1180","äganderätt","2024",47
"0380C1180","uppgift saknas","2024",0
"0380C1190","hyresrätt","2024",147
"0380C1190","bostadsrätt","2024",358
"0380C1190","äganderätt","2024",114
"0380C1190","uppgift saknas","2024",0
"0380C1200","hyresrätt","2024",5
"0380C1200","bostadsrätt","2024",20
"0380C1200","äganderätt","2024",382
"0380C1200","uppgift saknas","2024",0
"0380C1211","hyresrätt","2024",485
"0380C1211","bostadsrätt","2024",70
"0380C1211","äganderätt","2024",0
"0380C1211","uppgift saknas","2024",0
"0380C1212","hyresrätt","2024",137
"0380C1212","bostadsrätt","2024",197
"0380C1212","äganderätt","2024",260
"0380C1212","uppgift saknas","2024",0
"0380C1213","hyresrätt","2024",719
"0380C1213","bostadsrätt","2024",256
"0380C1213","äganderätt","2024",38
"0380C1213","uppgift saknas","2024",0
"0380C1220","hyresrätt","2024",20
"0380C1220","bostadsrätt","2024",0
"0380C1220","äganderätt","2024",462
"0380C1220","uppgift saknas","2024",3
"0380C1230","hyresrätt","2024",51
"0380C1230","bostadsrätt","2024",16
"0380C1230","äganderätt","2024",449
"0380C1230","uppgift saknas","2024",0
"0380C1240","hyresrätt","2024",5
"0380C1240","bostadsrätt","2024",160
"0380C1240","äganderätt","2024",376
"0380C1240","uppgift saknas","2024",0
"0380C1250","hyresrätt","2024",86
"0380C1250","bostadsrätt","2024",309
"0380C1250","äganderätt","2024",259
"0380C1250","uppgift saknas","2024",0
"0380C1260","hyresrätt","2024",304
"0380C1260","bostadsrätt","2024",1083
"0380C1260","äganderätt","2024",167
"0380C1260","uppgift saknas","2024",0
"0380C1270","hyresrätt","2024",17
"0380C1270","bostadsrätt","2024",18
"0380C1270","äganderätt","2024",296
"0380C1270","uppgift saknas","2024",0
"0380C1280","hyresrätt","2024",7
"0380C1280","bostadsrätt","2024",0
"0380C1280","äganderätt","2024",373
"0380C1280","uppgift saknas","2024",0
"0380C1290","hyresrätt","2024",330
"0380C1290","bostadsrätt","2024",522
"0380C1290","äganderätt","2024",15
"0380C1290","uppgift saknas","2024",0
"0380C1300","hyresrätt","2024",283
"0380C1300","bostadsrätt","2024",398
"0380C1300","äganderätt","2024",0
"0380C1300","uppgift saknas","2024",0
"0380C1310","hyresrätt","2024",853
"0380C1310","bostadsrätt","2024",0
"0380C1310","äganderätt","2024",0
"0380C1310","uppgift saknas","2024",0
"0380C1320","hyresrätt","2024",696
"0380C1320","bostadsrätt","2024",0
"0380C1320","äganderätt","2024",126
"0380C1320","uppgift saknas","2024",0
"0380C1331","hyresrätt","2024",280
"0380C1331","bostadsrätt","2024",544
"0380C1331","äganderätt","2024",1
"0380C1331","uppgift saknas","2024",0
"0380C1332","hyresrätt","2024",0
"0380C1332","bostadsrätt","2024",710
"0380C1332","äganderätt","2024",0
"0380C1332","uppgift saknas","2024",0
"0380C1340","hyresrätt","2024",408
"0380C1340","bostadsrätt","2024",389
"0380C1340","äganderätt","2024",31
"0380C1340","uppgift saknas","2024",0
"0380C1351","hyresrätt","2024",381
"0380C1351","bostadsrätt","2024",136
"0380C1351","äganderätt","2024",167
"0380C1351","uppgift saknas","2024",0
"0380C1352","hyresrätt","2024",1558
"0380C1352","bostadsrätt","2024",193
"0380C1352","äganderätt","2024",0
"0380C1352","uppgift saknas","2024",0
"0380C1353","hyresrätt","2024",977
"0380C1353","bostadsrätt","2024",730
"0380C1353","äganderätt","2024",0
"0380C1353","uppgift saknas","2024",0
"0380C1360","hyresrätt","2024",154
"0380C1360","bostadsrätt","2024",789
"0380C1360","äganderätt","2024",39
"0380C1360","uppgift saknas","2024",0
"0380C1370","hyresrätt","2024",161
"0380C1370","bostadsrätt","2024",267
"0380C1370","äganderätt","2024",89
"0380C1370","uppgift saknas","2024",0
"0380C1380","hyresrätt","2024",427
"0380C1380","bostadsrätt","2024",300
"0380C1380","äganderätt","2024",0
"0380C1380","uppgift saknas","2024",0
"0380C1390","hyresrätt","2024",86
"0380C1390","bostadsrätt","2024",259
"0380C1390","äganderätt","2024",286
"0380C1390","uppgift saknas","2024",0
"0380C1400","hyresrätt","2024",416
"0380C1400","bostadsrätt","2024",219
"0380C1400","äganderätt","2024",339
"0380C1400","uppgift saknas","2024",0
"0380C1410","hyresrätt","2024",524
"0380C1410","bostadsrätt","2024",108
"0380C1410","äganderätt","2024",71
"0380C1410","uppgift saknas","2024",0
"0380C1420","hyresrätt","2024",750
"0380C1420","bostadsrätt","2024",0
"0380C1420","äganderätt","2024",0
"0380C1420","uppgift saknas","2024",0
"0380C1430","hyresrätt","2024",915
"0380C1430","bostadsrätt","2024",0
"0380C1430","äganderätt","2024",14
"0380C1430","uppgift saknas","2024",0
"0380C1440","hyresrätt","2024",32
"0380C1440","bostadsrätt","2024",4
"0380C1440","äganderätt","2024",286
"0380C1440","uppgift saknas","2024",0
"0380C1450","hyresrätt","2024",403
"0380C1450","bostadsrätt","2024",433
"0380C1450","äganderätt","2024",2
"0380C1450","uppgift saknas","2024",0
"0380C1460","hyresrätt","2024",1352
"0380C1460","bostadsrätt","2024",0
"0380C1460","äganderätt","2024",0
"0380C1460","uppgift saknas","2024",0
"0380C1470","hyresrätt","2024",385
"0380C1470","bostadsrätt","2024",330
"0380C1470","äganderätt","2024",218
"0380C1470","uppgift saknas","2024",0
"0380C1481","hyresrätt","2024",0
"0380C1481","bostadsrätt","2024",887
"0380C1481","äganderätt","2024",0
"0380C1481","uppgift saknas","2024",0
"0380C1482","hyresrätt","2024",160
"0380C1482","bostadsrätt","2024",375
"0380C1482","äganderätt","2024",0
"0380C1482","uppgift saknas","2024",0
"0380C1483","hyresrätt","2024",1171
"0380C1483","bostadsrätt","2024",622
"0380C1483","äganderätt","2024",0
"0380C1483","uppgift saknas","2024",0
"0380C1490","hyresrätt","2024",780
"0380C1490","bostadsrätt","2024",196
"0380C1490","äganderätt","2024",204
"0380C1490","uppgift saknas","2024",0
"0380C1500","hyresrätt","2024",163
"0380C1500","bostadsrätt","2024",226
"0380C1500","äganderätt","2024",92
"0380C1500","uppgift saknas","2024",0
"0380C1510","hyresrätt","2024",64
"0380C1510","bostadsrätt","2024",390
"0380C1510","äganderätt","2024",149
"0380C1510","uppgift saknas","2024",0
"0380C1520","hyresrätt","2024",1502
"0380C1520","bostadsrätt","2024",149
"0380C1520","äganderätt","2024",10
"0380C1520","uppgift saknas","2024",0
"0380C1530","hyresrätt","2024",375
"0380C1530","bostadsrätt","2024",618
"0380C1530","äganderätt","2024",0
"0380C1530","uppgift saknas","2024",0
"0380C1540","hyresrätt","2024",1138
"0380C1540","bostadsrätt","2024",63
"0380C1540","äganderätt","2024",7
"0380C1540","uppgift saknas","2024",0
"0380C1550","hyresrätt","2024",1427
"0380C1550","bostadsrätt","2024",0
"0380C1550","äganderätt","2024",0
"0380C1550","uppgift saknas","2024",0
"0380C1560","hyresrätt","2024",316
"0380C1560","bostadsrätt","2024",650
"0380C1560","äganderätt","2024",62
"0380C1560","uppgift saknas","2024",0
"0380C1570","hyresrätt","2024",15
"0380C1570","bostadsrätt","2024",76
"0380C1570","äganderätt","2024",214
"0380C1570","uppgift saknas","2024",0
"0380C1580","hyresrätt","2024",126
"0380C1580","bostadsrätt","2024",634
"0380C1580","äganderätt","2024",0
"0380C1580","uppgift saknas","2024",0
"0380C1590","hyresrätt","2024",897
"0380C1590","bostadsrätt","2024",252
"0380C1590","äganderätt","2024",16
"0380C1590","uppgift saknas","2024",0
"0380C1600","hyresrätt","2024",179
"0380C1600","bostadsrätt","2024",726
"0380C1600","äganderätt","2024",0
"0380C1600","uppgift saknas","2024",0
"0380C1610","hyresrätt","2024",605
"0380C1610","bostadsrätt","2024",252
"0380C1610","äganderätt","2024",0
"0380C1610","uppgift saknas","2024",4
"0380C1620","hyresrätt","2024",19
"0380C1620","bostadsrätt","2024",489
"0380C1620","äganderätt","2024",115
"0380C1620","uppgift saknas","2024",0
"0380C1630","hyresrätt","2024",642
"0380C1630","bostadsrätt","2024",414
"0380C1630","äganderätt","2024",9
"0380C1630","uppgift saknas","2024",0
"0380C1640","hyresrätt","2024",2
"0380C1640","bostadsrätt","2024",910
"0380C1640","äganderätt","2024",0
"0380C1640","uppgift saknas","2024",0
"0380C1650","hyresrätt","2024",25
"0380C1650","bostadsrätt","2024",826
"0380C1650","äganderätt","2024",0
"0380C1650","uppgift saknas","2024",0
"0380C1660","hyresrätt","2024",80
"0380C1660","bostadsrätt","2024",875
"0380C1660","äganderätt","2024",0
"0380C1660","uppgift saknas","2024",0
"0380C1670","hyresrätt","2024",261
"0380C1670","bostadsrätt","2024",594
"0380C1670","äganderätt","2024",12
"0380C1670","uppgift saknas","2024",0
"0380C1680","hyresrätt","2024",108
"0380C1680","bostadsrätt","2024",557
"0380C1680","äganderätt","2024",64
"0380C1680","uppgift saknas","2024",0
"0380C1690","hyresrätt","2024",218
"0380C1690","bostadsrätt","2024",398
"0380C1690","äganderätt","2024",1
"0380C1690","uppgift saknas","2024",0
"0380C1700","hyresrätt","2024",93
"0380C1700","bostadsrätt","2024",373
"0380C1700","äganderätt","2024",242
"0380C1700","uppgift saknas","2024",0
"0380C1710","hyresrätt","2024",58
"0380C1710","bostadsrätt","2024",870
"0380C1710","äganderätt","2024",2
"0380C1710","uppgift saknas","2024",0
"0380C1720","hyresrätt","2024",217
"0380C1720","bostadsrätt","2024",769
"0380C1720","äganderätt","2024",16
"0380C1720","uppgift saknas","2024",0
"0380C1730","hyresrätt","2024",566
"0380C1730","bostadsrätt","2024",431
"0380C1730","äganderätt","2024",0
"0380C1730","uppgift saknas","2024",0
"0380C1740","hyresrätt","2024",0
"0380C1740","bostadsrätt","2024",955
"0380C1740","äganderätt","2024",0
"0380C1740","uppgift saknas","2024",0
"0380C1750","hyresrätt","2024",164
"0380C1750","bostadsrätt","2024",688
"0380C1750","äganderätt","2024",0
"0380C1750","uppgift saknas","2024",0
"0380C1760","hyresrätt","2024",87
"0380C1760","bostadsrätt","2024",1209
"0380C1760","äganderätt","2024",0
"0380C1760","uppgift saknas","2024",0
"0380C1770","hyresrätt","2024",124
"0380C1770","bostadsrätt","2024",382
"0380C1770","äganderätt","2024",0
"0380C1770","uppgift saknas","2024",0
"0380C1780","hyresrätt","2024",215
"0380C1780","bostadsrätt","2024",656
"0380C1780","äganderätt","2024",2
"0380C1780","uppgift saknas","2024",0
"0380C1790","hyresrätt","2024",169
"0380C1790","bostadsrätt","2024",491
"0380C1790","äganderätt","2024",199
"0380C1790","uppgift saknas","2024",0
"0380C1800","hyresrätt","2024",308
"0380C1800","bostadsrätt","2024",1073
"0380C1800","äganderätt","2024",0
"0380C1800","uppgift saknas","2024",0
"0380C1810","hyresrätt","2024",7
"0380C1810","bostadsrätt","2024",753
"0380C1810","äganderätt","2024",89
"0380C1810","uppgift saknas","2024",0
"0380C1820","hyresrätt","2024",101
"0380C1820","bostadsrätt","2024",853
"0380C1820","äganderätt","2024",0
"0380C1820","uppgift saknas","2024",0
"0380C1830","hyresrätt","2024",598
"0380C1830","bostadsrätt","2024",800
"0380C1830","äganderätt","2024",0
"0380C1830","uppgift saknas","2024",0
"0380C1840","hyresrätt","2024",15
"0380C1840","bostadsrätt","2024",587
"0380C1840","äganderätt","2024",270
"0380C1840","uppgift saknas","2024",0
"0380C1850","hyresrätt","2024",463
"0380C1850","bostadsrätt","2024",0
"0380C1850","äganderätt","2024",0
"0380C1850","uppgift saknas","2024",0
"0380C1860","hyresrätt","2024",75
"0380C1860","bostadsrätt","2024",858
"0380C1860","äganderätt","2024",0
"0380C1860","uppgift saknas","2024",0
"0380C1870","hyresrätt","2024",560
"0380C1870","bostadsrätt","2024",149
"0380C1870","äganderätt","2024",50
"0380C1870","uppgift saknas","2024",0
"0380C1880","hyresrätt","2024",761
"0380C1880","bostadsrätt","2024",0
"0380C1880","äganderätt","2024",0
"0380C1880","uppgift saknas","2024",0
"0380C1890","hyresrätt","2024",462
"0380C1890","bostadsrätt","2024",307
"0380C1890","äganderätt","2024",36
"0380C1890","uppgift saknas","2024",0
"0380C1900","hyresrätt","2024",1079
"0380C1900","bostadsrätt","2024",192
"0380C1900","äganderätt","2024",0
"0380C1900","uppgift saknas","2024",0
"0380C1910","hyresrätt","2024",84
"0380C1910","bostadsrätt","2024",142
"0380C1910","äganderätt","2024",148
"0380C1910","uppgift saknas","2024",0
"0380C1920","hyresrätt","2024",207
"0380C1920","bostadsrätt","2024",586
"0380C1920","äganderätt","2024",0
"0380C1920","uppgift saknas","2024",0
"0380C1930","hyresrätt","2024",711
"0380C1930","bostadsrätt","2024",261
"0380C1930","äganderätt","2024",0
"0380C1930","uppgift saknas","2024",0
"0380C1940","hyresrätt","2024",1408
"0380C1940","bostadsrätt","2024",340
"0380C1940","äganderätt","2024",0
"0380C1940","uppgift saknas","2024",0
"0380C1950","hyresrätt","2024",655
"0380C1950","bostadsrätt","2024",31
"0380C1950","äganderätt","2024",0
"0380C1950","uppgift saknas","2024",0
"0380C1960","hyresrätt","2024",0
"0380C1960","bostadsrätt","2024",699
"0380C1960","äganderätt","2024",0
"0380C1960","uppgift saknas","2024",0
"0380C1970","hyresrätt","2024",487
"0380C1970","bostadsrätt","2024",352
"0380C1970","äganderätt","2024",0
"0380C1970","uppgift saknas","2024",0
"0380C1980","hyresrätt","2024",172
"0380C1980","bostadsrätt","2024",691
"0380C1980","äganderätt","2024",0
"0380C1980","uppgift saknas","2024",0
"0380C1990","hyresrätt","2024",95
"0380C1990","bostadsrätt","2024",515
"0380C1990","äganderätt","2024",0
"0380C1990","uppgift saknas","2024",0
"0380C2000","hyresrätt","2024",232
"0380C2000","bostadsrätt","2024",284
"0380C2000","äganderätt","2024",360
"0380C2000","uppgift saknas","2024",0
"0380C2010","hyresrätt","2024",1840
"0380C2010","bostadsrätt","2024",62
"0380C2010","äganderätt","2024",0
"0380C2010","uppgift saknas","2024",0
"0380C2020","hyresrätt","2024",353
"0380C2020","bostadsrätt","2024",975
"0380C2020","äganderätt","2024",0
"0380C2020","uppgift saknas","2024",0
"0380C2030","hyresrätt","2024",0
"0380C2030","bostadsrätt","2024",836
"0380C2030","äganderätt","2024",0
"0380C2030","uppgift saknas","2024",0
"0380C2040","hyresrätt","2024",709
"0380C2040","bostadsrätt","2024",343
"0380C2040","äganderätt","2024",0
"0380C2040","uppgift saknas","2024",0
"0380C2050","hyresrätt","2024",100
"0380C2050","bostadsrätt","2024",658
"0380C2050","äganderätt","2024",0
"0380C2050","uppgift saknas","2024",0
"0380C2060","hyresrätt","2024",94
"0380C2060","bostadsrätt","2024",189
"0380C2060","äganderätt","2024",293
"0380C2060","uppgift saknas","2024",0
"0380C2070","hyresrätt","2024",519
"0380C2070","bostadsrätt","2024",164
"0380C2070","äganderätt","2024",0
"0380C2070","uppgift saknas","2024",0
"0380C2080","hyresrätt","2024",44
"0380C2080","bostadsrätt","2024",558
"0380C2080","äganderätt","2024",0
"0380C2080","uppgift saknas","2024",0
"0380C2090","hyresrätt","2024",202
"0380C2090","bostadsrätt","2024",761
"0380C2090","äganderätt","2024",77
"0380C2090","uppgift saknas","2024",0
"0380C2100","hyresrätt","2024",1146
"0380C2100","bostadsrätt","2024",80
"0380C2100","äganderätt","2024",0
"0380C2100","uppgift saknas","2024",0
"0380C2110","hyresrätt","2024",10
"0380C2110","bostadsrätt","2024",832
"0380C2110","äganderätt","2024",37
"0380C2110","uppgift saknas","2024",0
"0380C2120","hyresrätt","2024",0
"0380C2120","bostadsrätt","2024",396
"0380C2120","äganderätt","2024",0
"0380C2120","uppgift saknas","2024",0
"0380C2130","hyresrätt","2024",0
"0380C2130","bostadsrätt","2024",549
"0380C2130","äganderätt","2024",0
"0380C2130","uppgift saknas","2024",0
"0380C2140","hyresrätt","2024",598
"0380C2140","bostadsrätt","2024",639
"0380C2140","äganderätt","2024",54
"0380C2140","uppgift saknas","2024",0
"0380C2150","hyresrätt","2024",633
"0380C2150","bostadsrätt","2024",156
"0380C2150","äganderätt","2024",0
"0380C2150","uppgift saknas","2024",0
"0380C2160","hyresrätt","2024",336
"0380C2160","bostadsrätt","2024",238
"0380C2160","äganderätt","2024",0
"0380C2160","uppgift saknas","2024",0
"0380C2170","hyresrätt","2024",1
"0380C2170","bostadsrätt","2024",0
"0380C2170","äganderätt","2024",330
"0380C2170","uppgift saknas","2024",0
"0380C2180","hyresrätt","2024",6
"0380C2180","bostadsrätt","2024",470
"0380C2180","äganderätt","2024",191
"0380C2180","uppgift saknas","2024",0
"0380C2190","hyresrätt","2024",394
"0380C2190","bostadsrätt","2024",0
"0380C2190","äganderätt","2024",267
"0380C2190","uppgift saknas","2024",0
"0380C2200","hyresrätt","2024",454
"0380C2200","bostadsrätt","2024",880
"0380C2200","äganderätt","2024",0
"0380C2200","uppgift saknas","2024",0
"0380C2210","hyresrätt","2024",77
"0380C2210","bostadsrätt","2024",0
"0380C2210","äganderätt","2024",448
"0380C2210","uppgift saknas","2024",0
"Uppsala (Bergsbrunna)","hyresrätt","2024",20
"Uppsala (Bergsbrunna)","bostadsrätt","2024",0
"Uppsala (Bergsbrunna)","äganderätt","2024",462
"Uppsala (Bergsbrunna)","uppgift saknas","2024",3
"Uppsala (Björklinge)","hyresrätt","2024",211
"Uppsala (Björklinge)","bostadsrätt","2024",108
"Uppsala (Björklinge)","äganderätt","2024",1018
"Uppsala (Björklinge)","uppgift saknas","2024",0
"Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","hyresrätt","2024",1341
"Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","bostadsrätt","2024",523
"Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","äganderätt","2024",298
"Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","uppgift saknas","2024",0
"Uppsala (Bälinge-Lövstalöt)","hyresrätt","2024",99
"Uppsala (Bälinge-Lövstalöt)","bostadsrätt","2024",42
"Uppsala (Bälinge-Lövstalöt)","äganderätt","2024",1272
"Uppsala (Bälinge-Lövstalöt)","uppgift saknas","2024",0
"Uppsala (Främre Luthagen-Fjärdingen-Glunten)","hyresrätt","2024",2152
"Uppsala (Främre Luthagen-Fjärdingen-Glunten)","bostadsrätt","2024",2536
"Uppsala (Främre Luthagen-Fjärdingen-Glunten)","äganderätt","2024",30
"Uppsala (Främre Luthagen-Fjärdingen-Glunten)","uppgift saknas","2024",0
"Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","hyresrätt","2024",43
"Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","bostadsrätt","2024",218
"Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","äganderätt","2024",819
"Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","uppgift saknas","2024",0
"Uppsala (Gamla Uppsala)","hyresrätt","2024",471
"Uppsala (Gamla Uppsala)","bostadsrätt","2024",0
"Uppsala (Gamla Uppsala)","äganderätt","2024",715
"Uppsala (Gamla Uppsala)","uppgift saknas","2024",0
"Uppsala (Gunsta-Marielund-Länna)","hyresrätt","2024",212
"Uppsala (Gunsta-Marielund-Länna)","bostadsrätt","2024",128
"Uppsala (Gunsta-Marielund-Länna)","äganderätt","2024",791
"Uppsala (Gunsta-Marielund-Länna)","uppgift saknas","2024",0
"Uppsala (Kungsängen)","hyresrätt","2024",1611
"Uppsala (Kungsängen)","bostadsrätt","2024",3138
"Uppsala (Kungsängen)","äganderätt","2024",1
"Uppsala (Kungsängen)","uppgift saknas","2024",0
"Uppsala (Kvarngärdet)","hyresrätt","2024",1840
"Uppsala (Kvarngärdet)","bostadsrätt","2024",192
"Uppsala (Kvarngärdet)","äganderätt","2024",0
"Uppsala (Kvarngärdet)","uppgift saknas","2024",0
"Uppsala (Kåbo-Norra Rosendal)","hyresrätt","2024",3343
"Uppsala (Kåbo-Norra Rosendal)","bostadsrätt","2024",1359
"Uppsala (Kåbo-Norra Rosendal)","äganderätt","2024",167
"Uppsala (Kåbo-Norra Rosendal)","uppgift saknas","2024",0
"Uppsala (Lindbacken-Jälla)","hyresrätt","2024",58
"Uppsala (Lindbacken-Jälla)","bostadsrätt","2024",81
"Uppsala (Lindbacken-Jälla)","äganderätt","2024",389
"Uppsala (Lindbacken-Jälla)","uppgift saknas","2024",0
"Uppsala (Löten)","hyresrätt","2024",677
"Uppsala (Löten)","bostadsrätt","2024",1659
"Uppsala (Löten)","äganderätt","2024",0
"Uppsala (Löten)","uppgift saknas","2024",0
"Uppsala (Mellersta Luthagen-Rickomberga)","hyresrätt","2024",504
"Uppsala (Mellersta Luthagen-Rickomberga)","bostadsrätt","2024",1630
"Uppsala (Mellersta Luthagen-Rickomberga)","äganderätt","2024",376
"Uppsala (Mellersta Luthagen-Rickomberga)","uppgift saknas","2024",0
"Uppsala (Mellersta Sala backe)","hyresrätt","2024",2526
