"region","upplåtelseform","år","Antal"
"Uppsala (Mellersta Sala backe)","bostadsrätt","2024",371
"Uppsala (Mellersta Sala backe)","äganderätt","2024",0
"Uppsala (Mellersta Sala backe)","uppgift saknas","2024",0
"Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","hyresrätt","2024",914
"Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","bostadsrätt","2024",1020
"Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","äganderätt","2024",98
"Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","uppgift saknas","2024",0
"Uppsala (Norby-Norra Valsätra)","hyresrätt","2024",103
"Uppsala (Norby-Norra Valsätra)","bostadsrätt","2024",489
"Uppsala (Norby-Norra Valsätra)","äganderätt","2024",1390
"Uppsala (Norby-Norra Valsätra)","uppgift saknas","2024",0
"Uppsala (Nordvästra Luthagen-Hällby)","hyresrätt","2024",642
"Uppsala (Nordvästra Luthagen-Hällby)","bostadsrätt","2024",1369
"Uppsala (Nordvästra Luthagen-Hällby)","äganderätt","2024",9
"Uppsala (Nordvästra Luthagen-Hällby)","uppgift saknas","2024",0
"Uppsala (Norra Luthagen-Börjetull-Husbyborg)","hyresrätt","2024",664
"Uppsala (Norra Luthagen-Börjetull-Husbyborg)","bostadsrätt","2024",1068
"Uppsala (Norra Luthagen-Börjetull-Husbyborg)","äganderätt","2024",113
"Uppsala (Norra Luthagen-Börjetull-Husbyborg)","uppgift saknas","2024",0
"Uppsala (Norra Sala backe)","hyresrätt","2024",207
"Uppsala (Norra Sala backe)","bostadsrätt","2024",1422
"Uppsala (Norra Sala backe)","äganderätt","2024",0
"Uppsala (Norra Sala backe)","uppgift saknas","2024",0
"Uppsala (Norra Sävja)","hyresrätt","2024",313
"Uppsala (Norra Sävja)","bostadsrätt","2024",511
"Uppsala (Norra Sävja)","äganderätt","2024",258
"Uppsala (Norra Sävja)","uppgift saknas","2024",0
"Uppsala (Norra Ulleråker-Polacksbacken)","hyresrätt","2024",283
"Uppsala (Norra Ulleråker-Polacksbacken)","bostadsrätt","2024",398
"Uppsala (Norra Ulleråker-Polacksbacken)","äganderätt","2024",0
"Uppsala (Norra Ulleråker-Polacksbacken)","uppgift saknas","2024",0
"Uppsala (Nyby)","hyresrätt","2024",796
"Uppsala (Nyby)","bostadsrätt","2024",1588
"Uppsala (Nyby)","äganderätt","2024",191
"Uppsala (Nyby)","uppgift saknas","2024",0
"Uppsala (Nåntuna-Vilan)","hyresrätt","2024",77
"Uppsala (Nåntuna-Vilan)","bostadsrätt","2024",34
"Uppsala (Nåntuna-Vilan)","äganderätt","2024",1051
"Uppsala (Nåntuna-Vilan)","uppgift saknas","2024",0
"Uppsala (Slavsta-Fyrislund-Danmarksby)","hyresrätt","2024",416
"Uppsala (Slavsta-Fyrislund-Danmarksby)","bostadsrätt","2024",219
"Uppsala (Slavsta-Fyrislund-Danmarksby)","äganderätt","2024",339
"Uppsala (Slavsta-Fyrislund-Danmarksby)","uppgift saknas","2024",0
"Uppsala (Sommarro-Kungsgärdet)","hyresrätt","2024",186
"Uppsala (Sommarro-Kungsgärdet)","bostadsrätt","2024",793
"Uppsala (Sommarro-Kungsgärdet)","äganderätt","2024",325
"Uppsala (Sommarro-Kungsgärdet)","uppgift saknas","2024",0
"Uppsala (Studentstaden)","hyresrätt","2024",4067
"Uppsala (Studentstaden)","bostadsrätt","2024",212
"Uppsala (Studentstaden)","äganderätt","2024",17
"Uppsala (Studentstaden)","uppgift saknas","2024",0
"Uppsala (Sunnersta)","hyresrätt","2024",369
"Uppsala (Sunnersta)","bostadsrätt","2024",150
"Uppsala (Sunnersta)","äganderätt","2024",1715
"Uppsala (Sunnersta)","uppgift saknas","2024",0
"Uppsala (Sydöstra Luthagen)","hyresrätt","2024",353
"Uppsala (Sydöstra Luthagen)","bostadsrätt","2024",2401
"Uppsala (Sydöstra Luthagen)","äganderätt","2024",4
"Uppsala (Sydöstra Luthagen)","uppgift saknas","2024",0
"Uppsala (Södra Rosendal-Malma gård)","hyresrätt","2024",304
"Uppsala (Södra Rosendal-Malma gård)","bostadsrätt","2024",1083
"Uppsala (Södra Rosendal-Malma gård)","äganderätt","2024",167
"Uppsala (Södra Rosendal-Malma gård)","uppgift saknas","2024",0
"Uppsala (Södra Sala backe)","hyresrätt","2024",807
"Uppsala (Södra Sala backe)","bostadsrätt","2024",2210
"Uppsala (Södra Sala backe)","äganderätt","2024",64
"Uppsala (Södra Sala backe)","uppgift saknas","2024",0
"Uppsala (Södra Sävja)","hyresrätt","2024",548
"Uppsala (Södra Sävja)","bostadsrätt","2024",744
"Uppsala (Södra Sävja)","äganderätt","2024",0
"Uppsala (Södra Sävja)","uppgift saknas","2024",0
"Uppsala (Södra Valsätra-Norra Gottsunda)","hyresrätt","2024",2008
"Uppsala (Södra Valsätra-Norra Gottsunda)","bostadsrätt","2024",0
"Uppsala (Södra Valsätra-Norra Gottsunda)","äganderätt","2024",19
"Uppsala (Södra Valsätra-Norra Gottsunda)","uppgift saknas","2024",0
"Uppsala (Uppsala centrum)","hyresrätt","2024",1448
"Uppsala (Uppsala centrum)","bostadsrätt","2024",2284
"Uppsala (Uppsala centrum)","äganderätt","2024",1
"Uppsala (Uppsala centrum)","uppgift saknas","2024",4
"Uppsala (Uppsala inre norra omland)","hyresrätt","2024",177
"Uppsala (Uppsala inre norra omland)","bostadsrätt","2024",99
"Uppsala (Uppsala inre norra omland)","äganderätt","2024",723
"Uppsala (Uppsala inre norra omland)","uppgift saknas","2024",4
"Uppsala (Uppsala inre östra omland)","hyresrätt","2024",145
"Uppsala (Uppsala inre östra omland)","bostadsrätt","2024",39
"Uppsala (Uppsala inre östra omland)","äganderätt","2024",1302
"Uppsala (Uppsala inre östra omland)","uppgift saknas","2024",1
"Uppsala (Uppsala nordvästra omland)","hyresrätt","2024",111
"Uppsala (Uppsala nordvästra omland)","bostadsrätt","2024",57
"Uppsala (Uppsala nordvästra omland)","äganderätt","2024",2286
"Uppsala (Uppsala nordvästra omland)","uppgift saknas","2024",5
"Uppsala (Uppsala nordöstra centrum-Höganäs)","hyresrätt","2024",395
"Uppsala (Uppsala nordöstra centrum-Höganäs)","bostadsrätt","2024",2282
"Uppsala (Uppsala nordöstra centrum-Höganäs)","äganderätt","2024",0
"Uppsala (Uppsala nordöstra centrum-Höganäs)","uppgift saknas","2024",0
"Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","hyresrätt","2024",403
"Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","bostadsrätt","2024",2248
"Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","äganderätt","2024",105
"Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","uppgift saknas","2024",0
"Uppsala (Uppsala västra omland)","hyresrätt","2024",182
"Uppsala (Uppsala västra omland)","bostadsrätt","2024",26
"Uppsala (Uppsala västra omland)","äganderätt","2024",2241
"Uppsala (Uppsala västra omland)","uppgift saknas","2024",4
"Uppsala (Uppsala yttre norra omland)","hyresrätt","2024",191
"Uppsala (Uppsala yttre norra omland)","bostadsrätt","2024",125
"Uppsala (Uppsala yttre norra omland)","äganderätt","2024",1795
"Uppsala (Uppsala yttre norra omland)","uppgift saknas","2024",1
"Uppsala (Uppsala yttre östra omland)","hyresrätt","2024",240
"Uppsala (Uppsala yttre östra omland)","bostadsrätt","2024",60
"Uppsala (Uppsala yttre östra omland)","äganderätt","2024",1887
"Uppsala (Uppsala yttre östra omland)","uppgift saknas","2024",2
"Uppsala (Vattholma)","hyresrätt","2024",113
"Uppsala (Vattholma)","bostadsrätt","2024",6
"Uppsala (Vattholma)","äganderätt","2024",461
"Uppsala (Vattholma)","uppgift saknas","2024",0
"Uppsala (Vänge)","hyresrätt","2024",133
"Uppsala (Vänge)","bostadsrätt","2024",71
"Uppsala (Vänge)","äganderätt","2024",343
"Uppsala (Vänge)","uppgift saknas","2024",0
"Uppsala (Västra Eriksberg-Håga)","hyresrätt","2024",738
"Uppsala (Västra Eriksberg-Håga)","bostadsrätt","2024",911
"Uppsala (Västra Eriksberg-Håga)","äganderätt","2024",46
"Uppsala (Västra Eriksberg-Håga)","uppgift saknas","2024",0
"Uppsala (Västra Flogsta)","hyresrätt","2024",3017
"Uppsala (Västra Flogsta)","bostadsrätt","2024",0
"Uppsala (Västra Flogsta)","äganderätt","2024",14
"Uppsala (Västra Flogsta)","uppgift saknas","2024",0
"Uppsala (Västra Gottsunda)","hyresrätt","2024",1190
"Uppsala (Västra Gottsunda)","bostadsrätt","2024",81
"Uppsala (Västra Gottsunda)","äganderätt","2024",0
"Uppsala (Västra Gottsunda)","uppgift saknas","2024",0
"Uppsala (Västra Gränby)","hyresrätt","2024",1855
"Uppsala (Västra Gränby)","bostadsrätt","2024",423
"Uppsala (Västra Gränby)","äganderätt","2024",0
"Uppsala (Västra Gränby)","uppgift saknas","2024",0
"Uppsala (Västra Kapellgärdet)","hyresrätt","2024",428
"Uppsala (Västra Kapellgärdet)","bostadsrätt","2024",1833
"Uppsala (Västra Kapellgärdet)","äganderätt","2024",0
"Uppsala (Västra Kapellgärdet)","uppgift saknas","2024",0
"Uppsala (Västra Stenhagen)","hyresrätt","2024",400
"Uppsala (Västra Stenhagen)","bostadsrätt","2024",406
"Uppsala (Västra Stenhagen)","äganderätt","2024",432
"Uppsala (Västra Stenhagen)","uppgift saknas","2024",0
"Uppsala (Västra Storvreta)","hyresrätt","2024",240
"Uppsala (Västra Storvreta)","bostadsrätt","2024",213
"Uppsala (Västra Storvreta)","äganderätt","2024",789
"Uppsala (Västra Storvreta)","uppgift saknas","2024",0
"Uppsala (Västra Svartbäcken-Tuna backar)","hyresrätt","2024",1446
"Uppsala (Västra Svartbäcken-Tuna backar)","bostadsrätt","2024",2177
"Uppsala (Västra Svartbäcken-Tuna backar)","äganderätt","2024",50
"Uppsala (Västra Svartbäcken-Tuna backar)","uppgift saknas","2024",0
"Uppsala (Årsta)","hyresrätt","2024",421
"Uppsala (Årsta)","bostadsrätt","2024",2391
"Uppsala (Årsta)","äganderätt","2024",667
"Uppsala (Årsta)","uppgift saknas","2024",0
"Uppsala (Östra Eriksberg)","hyresrätt","2024",1549
"Uppsala (Östra Eriksberg)","bostadsrätt","2024",0
"Uppsala (Östra Eriksberg)","äganderätt","2024",126
"Uppsala (Östra Eriksberg)","uppgift saknas","2024",0
"Uppsala (Östra Flogsta-Ekeby-Berthåga)","hyresrätt","2024",1390
"Uppsala (Östra Flogsta-Ekeby-Berthåga)","bostadsrätt","2024",563
"Uppsala (Östra Flogsta-Ekeby-Berthåga)","äganderätt","2024",561
"Uppsala (Östra Flogsta-Ekeby-Berthåga)","uppgift saknas","2024",0
"Uppsala (Östra Fålhagen-Boländerna)","hyresrätt","2024",159
"Uppsala (Östra Fålhagen-Boländerna)","bostadsrätt","2024",1673
"Uppsala (Östra Fålhagen-Boländerna)","äganderätt","2024",391
"Uppsala (Östra Fålhagen-Boländerna)","uppgift saknas","2024",0
"Uppsala (Östra Gränby-Brillinge)","hyresrätt","2024",598
"Uppsala (Östra Gränby-Brillinge)","bostadsrätt","2024",1338
"Uppsala (Östra Gränby-Brillinge)","äganderätt","2024",54
"Uppsala (Östra Gränby-Brillinge)","uppgift saknas","2024",0
"Uppsala (Östra Kapellgärdet)","hyresrätt","2024",3038
"Uppsala (Östra Kapellgärdet)","bostadsrätt","2024",675
"Uppsala (Östra Kapellgärdet)","äganderätt","2024",0
"Uppsala (Östra Kapellgärdet)","uppgift saknas","2024",0
"Uppsala (Östra Stenhagen-Kvarnbo)","hyresrätt","2024",324
"Uppsala (Östra Stenhagen-Kvarnbo)","bostadsrätt","2024",493
"Uppsala (Östra Stenhagen-Kvarnbo)","äganderätt","2024",181
"Uppsala (Östra Stenhagen-Kvarnbo)","uppgift saknas","2024",0
"Uppsala (Östra Storvreta)","hyresrätt","2024",56
"Uppsala (Östra Storvreta)","bostadsrätt","2024",0
"Uppsala (Östra Storvreta)","äganderätt","2024",903
"Uppsala (Östra Storvreta)","uppgift saknas","2024",0
"Uppsala (Östra Svartbäcken-Bärby hage)","hyresrätt","2024",179
"Uppsala (Östra Svartbäcken-Bärby hage)","bostadsrätt","2024",331
"Uppsala (Östra Svartbäcken-Bärby hage)","äganderätt","2024",771
"Uppsala (Östra Svartbäcken-Bärby hage)","uppgift saknas","2024",0
"0381A0010","hyresrätt","2024",79
"0381A0010","bostadsrätt","2024",72
"0381A0010","äganderätt","2024",847
"0381A0010","uppgift saknas","2024",5
"0381A0020","hyresrätt","2024",24
"0381A0020","bostadsrätt","2024",0
"0381A0020","äganderätt","2024",421
"0381A0020","uppgift saknas","2024",6
"0381A0030","hyresrätt","2024",12
"0381A0030","bostadsrätt","2024",0
"0381A0030","äganderätt","2024",347
"0381A0030","uppgift saknas","2024",9
"0381A0040","hyresrätt","2024",13
"0381A0040","bostadsrätt","2024",0
"0381A0040","äganderätt","2024",366
"0381A0040","uppgift saknas","2024",8
"0381A0050","hyresrätt","2024",54
"0381A0050","bostadsrätt","2024",16
"0381A0050","äganderätt","2024",732
"0381A0050","uppgift saknas","2024",1
"0381A0060","hyresrätt","2024",35
"0381A0060","bostadsrätt","2024",0
"0381A0060","äganderätt","2024",549
"0381A0060","uppgift saknas","2024",10
"0381A0070","hyresrätt","2024",34
"0381A0070","bostadsrätt","2024",0
"0381A0070","äganderätt","2024",932
"0381A0070","uppgift saknas","2024",6
"0381A0080","hyresrätt","2024",42
"0381A0080","bostadsrätt","2024",0
"0381A0080","äganderätt","2024",675
"0381A0080","uppgift saknas","2024",2
"0381A0090","hyresrätt","2024",171
"0381A0090","bostadsrätt","2024",26
"0381A0090","äganderätt","2024",662
"0381A0090","uppgift saknas","2024",3
"0381B2010","hyresrätt","2024",230
"0381B2010","bostadsrätt","2024",36
"0381B2010","äganderätt","2024",547
"0381B2010","uppgift saknas","2024",4
"0381B3010","hyresrätt","2024",99
"0381B3010","bostadsrätt","2024",333
"0381B3010","äganderätt","2024",463
"0381B3010","uppgift saknas","2024",0
"0381B4010","hyresrätt","2024",102
"0381B4010","bostadsrätt","2024",45
"0381B4010","äganderätt","2024",358
"0381B4010","uppgift saknas","2024",0
"0381B5010","hyresrätt","2024",138
"0381B5010","bostadsrätt","2024",0
"0381B5010","äganderätt","2024",274
"0381B5010","uppgift saknas","2024",0
"0381C1010","hyresrätt","2024",165
"0381C1010","bostadsrätt","2024",282
"0381C1010","äganderätt","2024",421
"0381C1010","uppgift saknas","2024",0
"0381C1020","hyresrätt","2024",238
"0381C1020","bostadsrätt","2024",223
"0381C1020","äganderätt","2024",600
"0381C1020","uppgift saknas","2024",0
"0381C1030","hyresrätt","2024",593
"0381C1030","bostadsrätt","2024",917
"0381C1030","äganderätt","2024",35
"0381C1030","uppgift saknas","2024",0
"0381C1040","hyresrätt","2024",456
"0381C1040","bostadsrätt","2024",446
"0381C1040","äganderätt","2024",403
"0381C1040","uppgift saknas","2024",0
"0381C1050","hyresrätt","2024",787
"0381C1050","bostadsrätt","2024",124
"0381C1050","äganderätt","2024",452
"0381C1050","uppgift saknas","2024",0
"0381C1060","hyresrätt","2024",534
"0381C1060","bostadsrätt","2024",564
"0381C1060","äganderätt","2024",75
"0381C1060","uppgift saknas","2024",0
"0381C1070","hyresrätt","2024",729
"0381C1070","bostadsrätt","2024",148
"0381C1070","äganderätt","2024",256
"0381C1070","uppgift saknas","2024",0
"0381C1080","hyresrätt","2024",921
"0381C1080","bostadsrätt","2024",386
"0381C1080","äganderätt","2024",349
"0381C1080","uppgift saknas","2024",0
"0381C1090","hyresrätt","2024",795
"0381C1090","bostadsrätt","2024",451
"0381C1090","äganderätt","2024",72
"0381C1090","uppgift saknas","2024",0
"0381C1100","hyresrätt","2024",744
"0381C1100","bostadsrätt","2024",134
"0381C1100","äganderätt","2024",154
"0381C1100","uppgift saknas","2024",0
"0381C1110","hyresrätt","2024",502
"0381C1110","bostadsrätt","2024",420
"0381C1110","äganderätt","2024",39
"0381C1110","uppgift saknas","2024",0
"0381C1120","hyresrätt","2024",704
"0381C1120","bostadsrätt","2024",308
"0381C1120","äganderätt","2024",118
"0381C1120","uppgift saknas","2024",0
"Enköping (Bergvreten-Gånsta-Åkersberg)","hyresrätt","2024",621
"Enköping (Bergvreten-Gånsta-Åkersberg)","bostadsrätt","2024",728
"Enköping (Bergvreten-Gånsta-Åkersberg)","äganderätt","2024",824
"Enköping (Bergvreten-Gånsta-Åkersberg)","uppgift saknas","2024",0
"Enköping (Bredsand-Haga)","hyresrätt","2024",99
"Enköping (Bredsand-Haga)","bostadsrätt","2024",333
"Enköping (Bredsand-Haga)","äganderätt","2024",463
"Enköping (Bredsand-Haga)","uppgift saknas","2024",0
"Enköping (Enköping centrum-Sankt Ilian)","hyresrätt","2024",1922
"Enköping (Enköping centrum-Sankt Ilian)","bostadsrätt","2024",1932
"Enköping (Enköping centrum-Sankt Ilian)","äganderätt","2024",182
"Enköping (Enköping centrum-Sankt Ilian)","uppgift saknas","2024",0
"Enköping (Fanna-Korsängen-Älvdansen)","hyresrätt","2024",1708
"Enköping (Fanna-Korsängen-Älvdansen)","bostadsrätt","2024",510
"Enköping (Fanna-Korsängen-Älvdansen)","äganderätt","2024",801
"Enköping (Fanna-Korsängen-Älvdansen)","uppgift saknas","2024",0
"Enköping (Fjärdhundra)","hyresrätt","2024",213
"Enköping (Fjärdhundra)","bostadsrätt","2024",26
"Enköping (Fjärdhundra)","äganderätt","2024",1337
"Enköping (Fjärdhundra)","uppgift saknas","2024",5
"Enköping (Galgvreten-Västerleden)","hyresrätt","2024",1975
"Enköping (Galgvreten-Västerleden)","bostadsrätt","2024",702
"Enköping (Galgvreten-Västerleden)","äganderätt","2024",449
"Enköping (Galgvreten-Västerleden)","uppgift saknas","2024",0
"Enköping (Lagunda)","hyresrätt","2024",264
"Enköping (Lagunda)","bostadsrätt","2024",36
"Enköping (Lagunda)","äganderätt","2024",1479
"Enköping (Lagunda)","uppgift saknas","2024",10
"Enköping (Munksundet-Gröngarn)","hyresrätt","2024",238
"Enköping (Munksundet-Gröngarn)","bostadsrätt","2024",223
"Enköping (Munksundet-Gröngarn)","äganderätt","2024",600
"Enköping (Munksundet-Gröngarn)","uppgift saknas","2024",0
"Enköping (Romberga)","hyresrätt","2024",704
"Enköping (Romberga)","bostadsrätt","2024",308
"Enköping (Romberga)","äganderätt","2024",118
"Enköping (Romberga)","uppgift saknas","2024",0
"Enköping (Trögd)","hyresrätt","2024",247
"Enköping (Trögd)","bostadsrätt","2024",133
"Enköping (Trögd)","äganderätt","2024",2284
"Enköping (Trögd)","uppgift saknas","2024",15
"Enköping (Åsunda)","hyresrätt","2024",210
"Enköping (Åsunda)","bostadsrätt","2024",0
"Enköping (Åsunda)","äganderätt","2024",1610
"Enköping (Åsunda)","uppgift saknas","2024",24
"0382A0010","hyresrätt","2024",9
"0382A0010","bostadsrätt","2024",0
"0382A0010","äganderätt","2024",748
"0382A0010","uppgift saknas","2024",0
"0382A0020","hyresrätt","2024",154
"0382A0020","bostadsrätt","2024",0
"0382A0020","äganderätt","2024",533
"0382A0020","uppgift saknas","2024",0
"0382A0030","hyresrätt","2024",7
"0382A0030","bostadsrätt","2024",0
"0382A0030","äganderätt","2024",463
"0382A0030","uppgift saknas","2024",0
"0382A0040","hyresrätt","2024",92
"0382A0040","bostadsrätt","2024",0
"0382A0040","äganderätt","2024",609
"0382A0040","uppgift saknas","2024",3
"0382A0050","hyresrätt","2024",66
"0382A0050","bostadsrätt","2024",0
"0382A0050","äganderätt","2024",709
"0382A0050","uppgift saknas","2024",2
"0382B2010","hyresrätt","2024",80
"0382B2010","bostadsrätt","2024",0
"0382B2010","äganderätt","2024",363
"0382B2010","uppgift saknas","2024",0
"0382B2020","hyresrätt","2024",518
"0382B2020","bostadsrätt","2024",277
"0382B2020","äganderätt","2024",244
"0382B2020","uppgift saknas","2024",0
"0382B3010","hyresrätt","2024",57
"0382B3010","bostadsrätt","2024",284
"0382B3010","äganderätt","2024",347
"0382B3010","uppgift saknas","2024",0
"0382B3020","hyresrätt","2024",225
"0382B3020","bostadsrätt","2024",60
"0382B3020","äganderätt","2024",228
"0382B3020","uppgift saknas","2024",0
"0382B4010","hyresrätt","2024",208
"0382B4010","bostadsrätt","2024",166
"0382B4010","äganderätt","2024",312
"0382B4010","uppgift saknas","2024",0
"0382B4020","hyresrätt","2024",421
"0382B4020","bostadsrätt","2024",70
"0382B4020","äganderätt","2024",272
"0382B4020","uppgift saknas","2024",0
"0382B5010","hyresrätt","2024",297
"0382B5010","bostadsrätt","2024",207
"0382B5010","äganderätt","2024",429
"0382B5010","uppgift saknas","2024",6
"0382C1010","hyresrätt","2024",518
"0382C1010","bostadsrätt","2024",184
"0382C1010","äganderätt","2024",444
"0382C1010","uppgift saknas","2024",0
"0382C1020","hyresrätt","2024",5
"0382C1020","bostadsrätt","2024",0
"0382C1020","äganderätt","2024",563
"0382C1020","uppgift saknas","2024",0
"0382C1030","hyresrätt","2024",330
"0382C1030","bostadsrätt","2024",518
"0382C1030","äganderätt","2024",202
"0382C1030","uppgift saknas","2024",0
"Östhammar (Alunda)","hyresrätt","2024",282
"Östhammar (Alunda)","bostadsrätt","2024",344
"Östhammar (Alunda)","äganderätt","2024",575
"Östhammar (Alunda)","uppgift saknas","2024",0
"Östhammar (Alunda omland)","hyresrätt","2024",9
"Östhammar (Alunda omland)","bostadsrätt","2024",0
"Östhammar (Alunda omland)","äganderätt","2024",748
"Östhammar (Alunda omland)","uppgift saknas","2024",0
"Östhammar (Gimo)","hyresrätt","2024",598
"Östhammar (Gimo)","bostadsrätt","2024",277
"Östhammar (Gimo)","äganderätt","2024",607
"Östhammar (Gimo)","uppgift saknas","2024",0
"Östhammar (Gimo omland)","hyresrätt","2024",154
"Östhammar (Gimo omland)","bostadsrätt","2024",0
"Östhammar (Gimo omland)","äganderätt","2024",533
"Östhammar (Gimo omland)","uppgift saknas","2024",0
"Östhammar (Öregrund)","hyresrätt","2024",297
"Östhammar (Öregrund)","bostadsrätt","2024",207
"Östhammar (Öregrund)","äganderätt","2024",429
"Östhammar (Öregrund)","uppgift saknas","2024",6
"Östhammar (Öregrund omland)","hyresrätt","2024",66
"Östhammar (Öregrund omland)","bostadsrätt","2024",0
"Östhammar (Öregrund omland)","äganderätt","2024",709
"Östhammar (Öregrund omland)","uppgift saknas","2024",2
"Östhammar (Österbybruk)","hyresrätt","2024",629
"Östhammar (Österbybruk)","bostadsrätt","2024",236
"Östhammar (Österbybruk)","äganderätt","2024",584
"Östhammar (Österbybruk)","uppgift saknas","2024",0
"Östhammar (Österbybruk omland)","hyresrätt","2024",7
"Östhammar (Österbybruk omland)","bostadsrätt","2024",0
"Östhammar (Österbybruk omland)","äganderätt","2024",463
"Östhammar (Österbybruk omland)","uppgift saknas","2024",0
"Östhammar (Östhammar)","hyresrätt","2024",853
"Östhammar (Östhammar)","bostadsrätt","2024",702
"Östhammar (Östhammar)","äganderätt","2024",1209
"Östhammar (Östhammar)","uppgift saknas","2024",0
"Östhammar (Östhammar omland)","hyresrätt","2024",92
"Östhammar (Östhammar omland)","bostadsrätt","2024",0
"Östhammar (Östhammar omland)","äganderätt","2024",609
"Östhammar (Östhammar omland)","uppgift saknas","2024",3
